func_module_number	lst
1	GO:0031124;GO:0031123;GO:0180012
2	GO:0061640;GO:0000910
3	GO:0071025;GO:0071027;GO:0034475;GO:0006401;GO:0141188;GO:0016072;GO:0031123;GO:0000460;GO:0034655;GO:0071028;GO:0034472;GO:0016073;GO:0006364
4	GO:0007186;GO:0007188;GO:0070371;GO:0070372;GO:0070374;GO:0043408;GO:0000165;GO:0007189;GO:0043410;GO:0007200;GO:0007204;GO:0060326;GO:0042330;GO:0006935;GO:0002548;GO:0070098;GO:1901701;GO:0051050;GO:1990869;GO:1990868;GO:0097529;GO:0071621;GO:0071674;GO:0030595;GO:0050900
5	GO:0006261;GO:0006260;GO:0006270;GO:0000727;GO:0032508;GO:0006268;GO:0032392;GO:0071103;GO:0033260;GO:0044786
6	GO:0042147;GO:0016482;GO:0016197;GO:0032456;GO:0098876
7	GO:0006487;GO:0018279;GO:0043413;GO:0006486
8	GO:0006418;GO:0043039;GO:0043038
9	GO:0097646;GO:1990410;GO:0007189;GO:0007188;GO:0031623;GO:0007186
10	GO:0000301;GO:0006891
11	GO:0006816;GO:0030001;GO:0070588;GO:0006812;GO:0034762;GO:0061577;GO:0098662;GO:0098655;GO:0098660;GO:0034220;GO:0051924;GO:0032412;GO:0022898;GO:0032409;GO:1903169;GO:1904062;GO:0034765;GO:0010959;GO:0043269;GO:0070509;GO:1902514;GO:0098703;GO:1902656;GO:0098916;GO:0007268
12	GO:0070269;GO:0032731;GO:0032732;GO:0032611;GO:0032651;GO:0032652;GO:0032612;GO:0050729;GO:0006954;GO:0001819;GO:0031347;GO:0031349;GO:0050727;GO:0032103;GO:0002221;GO:0001817;GO:0002758
13	GO:0007035;GO:0051452;GO:1902600;GO:0051453;GO:0030641;GO:0006885;GO:0016241;GO:0016236;GO:0010506;GO:0006914;GO:0061919
14	GO:0048193
15	GO:0072384;GO:0010970;GO:0099111;GO:0030705;GO:0062196;GO:0048490;GO:0099517;GO:0099514;GO:0051036;GO:0007018;GO:0048489;GO:0051656;GO:0097494;GO:0097479
16	GO:0007062;GO:0007064;GO:0051276;GO:0034085;GO:0034087;GO:0051177
17	GO:0006397;GO:0009048;GO:0007549;GO:0016071
18	GO:0006406;GO:0051028;GO:0006405
19	GO:0042407;GO:0007007
20	GO:0006906;GO:0090174;GO:0061025;GO:0140056;GO:0048284;GO:0022406;GO:0048278;GO:0140029;GO:0016050;GO:0006887;GO:0045055;GO:0061024;GO:0032940;GO:0051640;GO:0140352;GO:0046903;GO:0023061;GO:0099643;GO:0007269;GO:0016079;GO:0006836;GO:0099504;GO:0099003;GO:0048499;GO:0007268;GO:0098916
21	GO:0006474;GO:0031365
22	GO:0016180;GO:0016073
24	GO:0003009;GO:0050881;GO:0050879;GO:0050905
25	GO:0002484;GO:0002486;GO:0002476;GO:0002428;GO:0001912;GO:0002475;GO:0019885;GO:0031343;GO:0002483;GO:0001910;GO:0019883;GO:0031341
26	GO:0032402;GO:0051904;GO:0061512;GO:0032401;GO:0051905;GO:0051875;GO:0032400;GO:0060271;GO:0044782;GO:0120031
27	GO:0034058;GO:0035542;GO:0006906;GO:0090174;GO:0048284
28	GO:0019646;GO:0042773;GO:0042775
29	GO:0006956;GO:0035794;GO:1902686;GO:0006959
30	GO:0000289;GO:0000288;GO:0061157;GO:0050779;GO:0061014;GO:0000956;GO:1903313;GO:0043488;GO:0043487
31	GO:0000724;GO:0000725;GO:0006310;GO:0006302
32	GO:0007020;GO:0046785;GO:0031109;GO:0051258;GO:0000226
33	GO:0099022;GO:0006901;GO:0006903;GO:0006900;GO:0006888
34	GO:0033275;GO:0030048;GO:0006936;GO:0030049;GO:0003012
35	GO:0006261;GO:0006260;GO:0000731;GO:0042276
36	GO:0090114;GO:0006888;GO:0006900;GO:0090110
37	GO:0042273;GO:0042254;GO:0000470
38	GO:0036297;GO:0006281;GO:0006974;GO:0000712
39	GO:0015986;GO:0006754;GO:0009206;GO:0009145;GO:0009201;GO:0009142;GO:0009152;GO:0009260;GO:0046390
40	GO:0006956;GO:0006959;GO:0002253;GO:0050778;GO:0050776
41	GO:0006887;GO:0032940
42	GO:0036258;GO:0036257;GO:0045324;GO:0032509;GO:0043162;GO:0071985;GO:0090148;GO:0007032;GO:0046755;GO:0039702;GO:0032511;GO:0007034;GO:0019068;GO:0016050;GO:0016197;GO:0010256;GO:0016236;GO:0043328;GO:0006511;GO:0019941;GO:0043632;GO:0035891;GO:0019076;GO:0061024;GO:0051603;GO:0032510;GO:0019058;GO:0006914;GO:0061919;GO:0046761;GO:0046753;GO:1904903;GO:1904896;GO:0031468;GO:0072666;GO:0061952;GO:0016032
43	GO:0016567;GO:0032446;GO:0070647
44	GO:0140588;GO:0016925;GO:0018205;GO:0032204;GO:0000723;GO:0000724;GO:0000725;GO:0032200
45	GO:0060261;GO:2000144;GO:0060260;GO:2000142
46	GO:0006120;GO:0042776;GO:0032981;GO:0010257;GO:0015986;GO:0006754;GO:0009206;GO:0009145;GO:0009201;GO:0006119;GO:0042773;GO:0042775
47	GO:0010498;GO:0051603;GO:0043161
48	GO:0090522;GO:0006904;GO:0048278;GO:0140029;GO:0099022;GO:0140056;GO:0022406;GO:0090148;GO:0006903
49	GO:0031570;GO:0006260;GO:0000077;GO:0000075;GO:0006281;GO:0006974;GO:1901988;GO:0042770;GO:0000076;GO:0010948;GO:0006261;GO:1901987;GO:0006275;GO:1900264;GO:1900262;GO:0045786;GO:0044770
50	GO:1903232;GO:0060155;GO:0099003;GO:0032438;GO:0048753;GO:0098884;GO:0140239;GO:0048488;GO:0140238;GO:0033363;GO:0033059
51	GO:0060070;GO:0016055;GO:0035567;GO:1904948;GO:0071542;GO:0060071;GO:0032526;GO:0071300;GO:0030901;GO:0030111;GO:0060828;GO:0045165;GO:0007389;GO:0021953;GO:0030178;GO:0009790;GO:0090090;GO:0007420;GO:0033278;GO:0060322;GO:0003002
52	GO:0098586;GO:0033141;GO:0033139;GO:0042501;GO:0060337;GO:0071357;GO:0034340;GO:0140888;GO:0002323;GO:0043330;GO:0043331;GO:0007259;GO:0097696;GO:0030101
53	GO:0032543
