func_module_number	lst
2	GO:1990410
3	GO:0052695;GO:0006063;GO:0019585;GO:0051552;GO:0009812;GO:0042440;GO:0052696;GO:0052697;GO:0006805;GO:0071466;GO:0009410
4	GO:0090092;GO:0007178;GO:0030509;GO:0141091;GO:0071773;GO:0071772;GO:0060390;GO:0060391;GO:0060395;GO:0071363;GO:0070848;GO:0001501;GO:0007167;GO:0090100;GO:0009953
5	GO:0006968;GO:0002694;GO:0050865;GO:0034241;GO:0034239;GO:0002282
6	GO:0001508;GO:0099560;GO:0042391
8	GO:0071805;GO:0006813
9	GO:0007031;GO:0043574;GO:0015919;GO:0072662;GO:0072663;GO:0016558;GO:0065002;GO:0044743;GO:0071806;GO:0072594;GO:0044721
10	GO:0070098;GO:1990868;GO:1990869;GO:0071621;GO:0030593;GO:0097530;GO:1990266;GO:0097529;GO:0030595;GO:0042330;GO:0006935;GO:0060326;GO:0050900;GO:0019221;GO:0071345;GO:0048247;GO:0006954;GO:1901652;GO:0034097;GO:0002548;GO:0072676;GO:0007186;GO:0071674;GO:0061844;GO:0071346;GO:0071347;GO:0070555;GO:0034341;GO:0019730;GO:0070374;GO:0048245
12	GO:1901136
14	GO:1990573;GO:0098659;GO:0099587;GO:0098739
15	GO:0099022;GO:0006901;GO:0006903;GO:0006888
16	GO:0007186;GO:0042699
17	GO:0098916;GO:0007268;GO:0099537;GO:0099536;GO:0035249;GO:0050804;GO:0099177;GO:0007215;GO:0098815;GO:0060079;GO:2000463;GO:0099565;GO:0051966;GO:0060078;GO:0099173;GO:0031644;GO:0051968;GO:0050806;GO:0050808;GO:1990806;GO:0035235;GO:0042391;GO:0034762;GO:0007611;GO:0048168;GO:0001941;GO:0050877;GO:0034330
20	GO:0006956;GO:0006959
22	GO:0033141;GO:0033139;GO:0042501;GO:0002323;GO:0098586;GO:0043330;GO:0060337;GO:0071357;GO:0043331;GO:0034340;GO:0140888;GO:0006959;GO:0030101;GO:0042100;GO:0007259
23	GO:0045165;GO:0060070
25	GO:0006836;GO:0045055;GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0099643;GO:0007269;GO:0023061;GO:0006887;GO:0099504;GO:0099003;GO:0032940;GO:0016079;GO:0140352;GO:0046903;GO:0017156;GO:1903530;GO:0051046;GO:0017157
26	GO:0007271;GO:0035094;GO:0035095
27	GO:0060261;GO:2000144;GO:0060260;GO:2000142
28	GO:0002181;GO:0006412;GO:0042254;GO:0022613;GO:0042274;GO:0006364
29	GO:0007186;GO:0007188;GO:0098664;GO:0007194;GO:0031280
30	GO:0045216;GO:0007043;GO:0016338;GO:0070830;GO:0120192;GO:0043297;GO:0120193
31	GO:0071358;GO:0038196;GO:0034342;GO:0019221
32	GO:0001867;GO:0006956;GO:0006959;GO:0008543;GO:0008228;GO:0006910;GO:0044344;GO:0071774;GO:1903028;GO:1903027;GO:0045087;GO:0002253;GO:0002252;GO:0050766
33	GO:0035720;GO:0042073;GO:0031503
34	GO:0036297;GO:0006281;GO:0007059;GO:0006974;GO:0000712;GO:0006310
35	GO:0006805;GO:0071466;GO:0009410;GO:0120254;GO:0032787;GO:0019373;GO:0019369;GO:0001676;GO:0006082;GO:0019752;GO:0043436;GO:0033559;GO:0008202;GO:0006690
36	GO:0030574;GO:0030198;GO:0043062;GO:0045229;GO:0032963;GO:0022617;GO:0022411
37	GO:1901137;GO:0009100;GO:0009101;GO:0070085;GO:0006486;GO:0043413;GO:0006024
38	GO:0007214;GO:0051932;GO:1902476;GO:0098656;GO:0098661;GO:0006821
39	GO:0051123;GO:0070897;GO:0006352;GO:0006367;GO:0006282;GO:0060261;GO:2000144;GO:0060260
40	GO:0008589;GO:0097264;GO:0007224;GO:0045880
41	GO:0060271;GO:0044782;GO:0032402;GO:0051904;GO:0120031;GO:0032401;GO:0051905;GO:0030031;GO:0032400;GO:0051875;GO:0045494;GO:0001895;GO:0033059;GO:0043473;GO:0007389;GO:0048854;GO:0061512
43	GO:0030198;GO:0043062;GO:0045229
44	GO:0009611;GO:0001944;GO:0048646;GO:0001525;GO:0031589;GO:0001568;GO:0072359;GO:0048514;GO:0051241;GO:0030155;GO:0035295;GO:0042060;GO:0050817;GO:0045765;GO:0061045;GO:1901342;GO:0030334;GO:0010595;GO:0030335
45	GO:0048013;GO:0097485;GO:0007411;GO:0007409;GO:0061564;GO:0007169;GO:0048667;GO:0048666;GO:0048812;GO:0120039
46	GO:0060070;GO:0016055;GO:0035567;GO:0045165;GO:0030111;GO:0060828;GO:0071300;GO:0032526;GO:0061054;GO:0061183;GO:0030178;GO:0009790;GO:0060429;GO:0090090;GO:0048729;GO:0009887;GO:0060071
47	GO:0006383;GO:0006354;GO:0016073;GO:0006368;GO:0016180
48	GO:0050817;GO:0007596;GO:0007599;GO:0050878;GO:0042060;GO:0009611;GO:0050818;GO:0030193;GO:1900046;GO:0050819;GO:1903034;GO:1903035
49	GO:0043567;GO:0007167;GO:0048009;GO:0030198;GO:0043062;GO:0045229;GO:0001501;GO:0007178
55	GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:1902600;GO:0006885;GO:0010506;GO:0006914;GO:0061919;GO:0016241;GO:0016236;GO:0030003
56	GO:0045321;GO:0050865;GO:0046649;GO:0050867;GO:0042110;GO:0050776;GO:0050851;GO:0050852;GO:0002768;GO:0010543;GO:0002250;GO:0002429;GO:0030217;GO:0002764;GO:0050671;GO:0032946
