func_module_number	go_slim_pir
2	GO:0016070;GO:0042254;GO:0051234;GO:0051641;GO:0050789
3	GO:0016032;GO:0001816;GO:0044419;GO:0050896;GO:0002376;GO:0050789
4	GO:0006412
6	GO:0016070;GO:0000375
7	GO:0009117;GO:0006119;GO:0022900
8	GO:0016192;GO:0001775;GO:0044419;GO:0050896;GO:0007155;GO:0008283;GO:0002376;GO:0050789
10	GO:0001816;GO:0016070;GO:0050896;GO:0065009;GO:0050789
11	GO:0044085
12	GO:0006396;GO:0009059;GO:0016070;GO:0042254
15	GO:0051276;GO:0000280;GO:0007049;GO:0007059;GO:0051640;GO:0051234;GO:0050789
16	GO:0006281;GO:0006260;GO:0007049;GO:0007059;GO:0032392;GO:0050789
18	GO:0050896
20	GO:0016043
21	GO:0051276;GO:0006281
28	GO:0006508;GO:0009057
30	GO:0016070;GO:0000375
31	GO:0050789
32	GO:0051276;GO:0000375;GO:0006259;GO:0016070;GO:0006810;GO:0051641;GO:0050789
35	GO:0050789
43	GO:0006629;GO:0006066
46	GO:0006082;GO:0006520
49	GO:0050789
53	GO:0050789
58	GO:0007032;GO:0065008
73	GO:0050896;GO:0050789
81	GO:0050896;GO:0001775;GO:0002376;GO:0032502
85	GO:0050896;GO:0007155;GO:0051179
86	GO:0006281
124	GO:0006629;GO:0032501
125	GO:0050789
127	GO:0008150
128	GO:0051276;GO:0006259;GO:0050789
171	GO:0050789
220	GO:0006082
