func_module_number	go_slim_pir
2	GO:0006457
5	GO:0036211
11	GO:0050789
12	GO:0036211;GO:0050789
14	GO:0007155;GO:0050789
15	GO:0050896;GO:0050789;GO:0048511
18	GO:0050896;GO:0050789
19	GO:0007155;GO:0050789;GO:0001775;GO:0002376
20	GO:0006259;GO:0050789;GO:0051276;GO:0051641;GO:0022607
24	GO:0032502;GO:0050789
29	GO:0050789
30	GO:0051641;GO:0051234
34	GO:0006260;GO:0050789;GO:0065009;GO:0006281
37	GO:0050789;GO:0065008
42	GO:0006281;GO:0006266
46	GO:0032502;GO:0050789;GO:0051276;GO:0006281;GO:0007059
49	GO:0050896;GO:0050789
51	GO:0050896;GO:0006793;GO:0050789;GO:0006629
52	GO:0050896;GO:0050789
53	GO:0032502;GO:0050789;GO:0016043
66	GO:0065003;GO:0007005
69	GO:0050789;GO:0051641;GO:0051640;GO:0006810;GO:0065009
76	GO:0045333;GO:0022900
77	GO:0006996;GO:0050789;GO:0051640;GO:0022607;GO:0051234
78	GO:0032502;GO:0050896;GO:0050789;GO:0032501
80	GO:0032502;GO:0050789;GO:0016043
81	GO:0006139;GO:0006793;GO:0006082;GO:0006790;GO:0043603
83	GO:0050789
87	GO:0006260;GO:0006281;GO:0032392
89	GO:0050789
90	GO:0036211
91	GO:0050789;GO:0016043
92	GO:0032502;GO:0050896;GO:0050789
95	GO:0050789
98	GO:0050896;GO:0006793;GO:0050789;GO:0036211
99	GO:0050789;GO:0050896;GO:0001775;GO:0008283;GO:0006793;GO:0044419;GO:0036211;GO:0002376
100	GO:0050789
104	GO:0000280;GO:0051276;GO:0007059
105	GO:0022414;GO:0006281
106	GO:0045333;GO:0065003;GO:0044238;GO:0022900;GO:0007005
108	GO:0006396;GO:0016070
110	GO:0032502;GO:0050789;GO:0032501;GO:0016043
112	GO:0016043
113	GO:0050789
116	GO:0051641;GO:0065003;GO:0050789
117	GO:0006996
119	GO:0050789
123	GO:0006260;GO:0009059;GO:0006281
124	GO:0050789
128	GO:0051641;GO:0051640;GO:0006997;GO:0006810
129	GO:0006996
144	GO:0050896;GO:0050789;GO:0006811
147	GO:0006281
149	GO:0050896;GO:0001816;GO:0050789;GO:0002376
150	GO:0032502;GO:0032501;GO:0065008
153	GO:0006351
154	GO:0065009;GO:0050789;GO:0002376
164	GO:0006793;GO:0006629;GO:0006508;GO:0036211;GO:0009057
166	GO:0050896;GO:0044419;GO:0050789;GO:0002376
168	GO:0050789
174	GO:0006811
175	GO:0022607;GO:0050789;GO:0061024
176	GO:0032502;GO:0032501
179	GO:0022414;GO:0006281
180	GO:0032502;GO:0050789;GO:0001775;GO:0002376
183	GO:0016043
186	GO:0050896;GO:0050789;GO:0040011;GO:0002376
188	GO:0043062;GO:0045229
189	GO:0032502
190	GO:0050789
191	GO:0050896;GO:0050789
192	GO:0022607;GO:0006996
193	GO:0032502;GO:0001816;GO:0050789;GO:0050896;GO:0001775;GO:0008283;GO:0006793;GO:0001906;GO:0036211;GO:0002376;GO:0040007
194	GO:0032502;GO:0050789
195	GO:0001816;GO:0050789;GO:0050896;GO:0044419;GO:0002376
197	GO:0050896;GO:0050789
198	GO:0032502;GO:0050789
200	GO:0006351;GO:0050896;GO:0050789
203	GO:0001816;GO:0050789;GO:0050896;GO:0044419;GO:0002376
204	GO:0050896;GO:0044419;GO:0050789
206	GO:0050789;GO:0009059;GO:0016070;GO:0016043
208	GO:0032502;GO:0050789;GO:0032501
216	GO:0006508;GO:0009057
218	GO:0050789
223	GO:0050789
227	GO:0050789
228	GO:0050789;GO:0051276
229	GO:0006996;GO:0051641;GO:0051640;GO:0006810;GO:0022411
233	GO:0006260;GO:0009059;GO:0006281
235	GO:0050789;GO:0006281
243	GO:0050789
246	GO:0036211
256	GO:0006457;GO:0050789;GO:0051604;GO:0050896;GO:0022607
257	GO:0032502;GO:0050878;GO:0050789;GO:0008283;GO:0006793;GO:0036211
264	GO:0050877;GO:0050896
265	GO:0022607;GO:0007155;GO:0050789
266	GO:0036211;GO:0006281
297	GO:0006508;GO:0009057
302	GO:0009117;GO:0050878;GO:0050789;GO:0032501
