go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.006866   2,965 annotations READ: go_slim_results_K1_string_0.1.txt 
428 IDs in all associations
func_module_number	
1	GO:0006412;GO:0042254;GO:0065003
2	GO:0006811;GO:0065008
4	GO:0036211
5	GO:0006396;GO:0016070
8	GO:0042445;GO:0006805;GO:0006629;GO:0006082
9	GO:0022607;GO:0006996
10	GO:0006811
11	GO:0022607;GO:0007155
12	GO:0050896;GO:0006066;GO:0006629;GO:0006082;GO:0006805;GO:0042445;GO:0043603;GO:0006790
13	GO:0006810;GO:0051640;GO:0051641;GO:0022607;GO:0048753;GO:0043473
14	GO:0016192;GO:0007154;GO:0015031;GO:0050789;GO:0065008
15	GO:0006412
17	GO:0006793;GO:0006629
18	GO:0007005;GO:0006119;GO:0065003;GO:0009117;GO:0022900
19	GO:0036211
20	GO:0007155
21	GO:0032501;GO:0006629;GO:0016043;GO:0065009;GO:0006869;GO:0050789
22	GO:0065009;GO:0006811;GO:0022414;GO:0048469;GO:0050789
23	GO:0050896;GO:0032501;GO:0016043;GO:0032502;GO:0050789
24	GO:0007005;GO:0006119;GO:0065003;GO:0009117;GO:0022900
25	GO:0007155;GO:0016043
27	GO:0032502;GO:0050789;GO:0065009;GO:0015931
28	GO:0050789;GO:0006396;GO:0042254;GO:0016070
29	GO:0006629;GO:0005975;GO:0043603
31	GO:0022607;GO:0016192;GO:0048753
32	GO:0032501;GO:0032502
33	GO:0061024;GO:0006869;GO:0006811;GO:0065008
34	GO:0050789
35	GO:0006793;GO:0006629;GO:0006662
36	GO:1902600;GO:0009117;GO:0050789;GO:0065008;GO:0006914
37	GO:0050896;GO:0050789;GO:0007154
38	GO:0006793;GO:0050896;GO:0044419;GO:0008283;GO:0036211;GO:0002376;GO:0001775;GO:0050789;GO:0032502
39	GO:0043062;GO:0045229
41	GO:0006412
43	GO:0009117
44	GO:0006810;GO:0051641
45	GO:0061024;GO:0016192;GO:0051641;GO:0016050
46	GO:0050896;GO:0006066;GO:0006629;GO:0006082;GO:0006805;GO:0042445
47	GO:0050896;GO:0040011;GO:0002376;GO:0050789
48	GO:0006793;GO:0006629
50	GO:0007030
51	GO:0050789;GO:0006811;GO:0051606
52	GO:0050896;GO:0032501;GO:0050789;GO:0032502
53	GO:0061024;GO:0016192;GO:0051640;GO:0046903;GO:0006836;GO:0022406;GO:0048284;GO:0016050;GO:0050789
54	GO:0050896;GO:0065003;GO:0002376;GO:0001906;GO:0050789;GO:0001775
55	GO:0061024;GO:0016192;GO:0007030;GO:0051641;GO:0016050
56	GO:0032502
57	GO:0050896;GO:0050789;GO:0032502
58	GO:0016043;GO:0016049;GO:0032502;GO:0050789;GO:0040011
59	GO:0006811;GO:0050789;GO:0065009
60	GO:0043062;GO:0007155;GO:0045229;GO:0032502;GO:0050789
61	GO:0006508;GO:0009057
62	GO:0006508;GO:0036211;GO:0022414;GO:0007049;GO:0009057;GO:0050789
64	GO:0006936;GO:0006811;GO:0065008
65	GO:0007059;GO:0016043
66	GO:0006396;GO:0042254;GO:0016070
67	GO:0009117
68	GO:0050789;GO:0006936
69	GO:0050879;GO:0006936;GO:0050877
70	GO:0050789
71	GO:0050789;GO:0065009
72	GO:0050789
