go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.006491   2,466 annotations READ: go_slim_results_K1_string_0.8.txt 
319 IDs in all associations
func_module_number	
1	GO:0065008;GO:0009057;GO:0016070;GO:0050789
2	GO:0016192
3	GO:0032501
4	GO:0016070;GO:0006396
5	GO:0036211
6	GO:0006996;GO:0022607
7	GO:0016070;GO:0006520
8	GO:0051276
9	GO:0006629;GO:0051604;GO:0006793
10	GO:0051640;GO:0006810;GO:0016043;GO:0065008;GO:0051641
11	GO:0036211
12	GO:0051641;GO:0006810
13	GO:0008150
14	GO:0065009;GO:0050789
15	GO:0006996;GO:0051258
16	GO:0065008;GO:1902600;GO:0006914;GO:0050789
17	GO:0006351;GO:0001816;GO:0050789
18	GO:0006260;GO:0032392;GO:0006281
19	GO:0016070;GO:0006396
20	GO:0051641;GO:0016192;GO:0061024;GO:0016050
21	GO:0006996;GO:0051258;GO:0050789
22	GO:0046903;GO:0022406;GO:0061024;GO:0051640;GO:0016192
23	GO:0006996;GO:0022607;GO:0051640;GO:0006810;GO:0051641
24	GO:0015931;GO:0006997;GO:0051641
25	GO:0006793;GO:0001775;GO:0002376;GO:0050789;GO:0044419;GO:0050896;GO:0036211
26	GO:0050789;GO:0002376
27	GO:0046903;GO:0048284;GO:0022406;GO:0061024;GO:0051640;GO:0006836;GO:0016192;GO:0016050
29	GO:0006793;GO:0043603;GO:0006082;GO:0006790;GO:0006139
30	GO:0006457;GO:0051234;GO:0051641;GO:0051604;GO:0050789
31	GO:0051604;GO:0036211
32	GO:0006508;GO:0009057
33	GO:0015849;GO:0006865
34	GO:0016070;GO:0009057;GO:0050789;GO:0006396
35	GO:0065009;GO:0006811;GO:0050789
36	GO:0007059
37	GO:0051641;GO:0006914;GO:0016192;GO:0050789
38	GO:0016192
39	GO:0015031;GO:0007031
40	GO:0051641;GO:0016192;GO:0061024;GO:0016050
41	GO:0009117
42	GO:0006281
43	GO:0016070;GO:0042254;GO:0006396
44	GO:0006119;GO:0007005;GO:0022900;GO:0065003
45	GO:0006996;GO:0051640;GO:0051261;GO:0015031;GO:0007049
46	GO:0022607;GO:0007030
47	GO:0050789
48	GO:0016070;GO:0000375
49	GO:0016070;GO:0000375;GO:0050789
50	GO:0007005;GO:0061024
51	GO:0006412
52	GO:0009057;GO:0022411;GO:0007032;GO:0022607;GO:0061024;GO:0006508;GO:0016192;GO:0015031;GO:0016032;GO:0044419;GO:0006914
53	GO:0006119;GO:0022900
54	GO:0006996;GO:0022607;GO:0006810;GO:0065008;GO:0051641;GO:0050789
55	GO:0032502;GO:0016043;GO:0032501;GO:0050896;GO:0050789
56	GO:0006936;GO:0032502
57	GO:0016070;GO:0042254;GO:0006396
58	GO:0006793;GO:0006936;GO:0006811;GO:0036211;GO:0050896;GO:0050789
59	GO:0065003;GO:0006351;GO:0050789
60	GO:0016070;GO:0065003;GO:0000375
61	GO:0045229;GO:0050789;GO:0032502;GO:0043062
62	GO:0050789
63	GO:0001816;GO:0002376;GO:0044419;GO:0050896;GO:0050789
64	GO:0006260;GO:0009059;GO:0006281
65	GO:0006354;GO:0050789
66	GO:0043473;GO:0016192;GO:0022607;GO:0048753
67	GO:0050877;GO:0007154;GO:0016043;GO:0065009;GO:0065008;GO:0050789
68	GO:0050789;GO:0040011;GO:0050896;GO:0002376
69	GO:0065009;GO:0007049;GO:0050789
70	GO:0065003;GO:0001775;GO:0001906;GO:0002376;GO:0050896;GO:0050789
71	GO:0036211;GO:0006793;GO:0050789
72	GO:0009057;GO:0006508;GO:0007059;GO:0007049;GO:0022414;GO:0036211;GO:0050789
73	GO:0050789;GO:0036211
74	GO:0065003
75	GO:0065009;GO:0006260;GO:0006281;GO:0050789
76	GO:0015931;GO:0051641
77	GO:0032502;GO:0006266;GO:0002376;GO:0009059;GO:0006281
78	GO:0006508;GO:0009057
79	GO:0016043;GO:0050789
80	GO:0036211
81	GO:0050896;GO:0032501;GO:0032502;GO:0050789
82	GO:0006508;GO:0009057
83	GO:0006281;GO:0032502;GO:0007059;GO:0051276;GO:0050789
84	GO:0016043
85	GO:0065003;GO:0051641
86	GO:0016070;GO:0000375
87	GO:0050789;GO:0006281
88	GO:0009057;GO:0006508;GO:0015031;GO:0050896;GO:0050789
89	GO:0050896;GO:0050789
90	GO:0016070;GO:0043412;GO:0006396
91	GO:0050789
92	GO:0051641;GO:0016192
93	GO:0051641;GO:0006810
94	GO:0051641;GO:0016192;GO:0007030
95	GO:0008037;GO:0050789
96	GO:0000280;GO:0051640;GO:0007059;GO:0051234;GO:0051276;GO:0050789
98	GO:0006936;GO:0050879;GO:0050877
99	GO:0050789;GO:0032196;GO:0016043;GO:0006396
100	GO:0006508;GO:0009057
101	GO:0051234;GO:0007059;GO:0051640;GO:0051276
102	GO:0044238;GO:0045333
103	GO:0050877
104	GO:0050789;GO:0036211;GO:0051276;GO:0006281
105	GO:0051641;GO:0050896;GO:0050789
106	GO:0022411
107	GO:0016070;GO:0016043;GO:0050789;GO:0006396
108	GO:0050896
109	GO:0006811;GO:0050789
110	GO:0006281
111	GO:0016070;GO:0043412
112	GO:0007059;GO:0022607;GO:0051276;GO:0022414
114	GO:0065003;GO:0006629;GO:0032501;GO:0006869;GO:0050789
115	GO:0016043
116	GO:0050789
117	GO:0016043;GO:0007155
118	GO:0040011;GO:0006811;GO:0002376;GO:0065008;GO:0050896;GO:0050789
119	GO:0065009;GO:0050896;GO:0050789
120	GO:0006412;GO:0065003;GO:0042254
121	GO:0006412;GO:0050896;GO:0032502
122	GO:0043062;GO:0045229
123	GO:0050817;GO:0032502;GO:0050878;GO:0002376;GO:0007155;GO:0050896;GO:0050789
124	GO:0065009;GO:0002376;GO:0044419;GO:0050896;GO:0050789
125	GO:0050896;GO:0050789
126	GO:0032502;GO:0001816;GO:0006793;GO:0001775;GO:0002376;GO:0044419;GO:0036211;GO:0050896;GO:0050789
127	GO:0050896;GO:0032502;GO:0050789
128	GO:0022411;GO:0022607;GO:0001816;GO:0007154;GO:0050896;GO:0007033;GO:0006914;GO:0006811;GO:0050789
129	GO:0016043
130	GO:0006412;GO:0009057;GO:0016070;GO:0065008;GO:0050789
131	GO:0006412;GO:0009057;GO:0043412;GO:0015931;GO:0006396;GO:0016070;GO:0051641;GO:0050789
132	GO:0051234;GO:0051641;GO:0042254
133	GO:0006412;GO:0051641;GO:0051234;GO:0042254
134	GO:0031647;GO:0006457;GO:0051641;GO:0006914;GO:0051604;GO:0050896;GO:0050789
135	GO:0006914;GO:0050896;GO:0050789
136	GO:0007005;GO:0061024;GO:0015031
137	GO:0050896;GO:0050789
138	GO:0006351
139	GO:0042440
141	GO:0006805;GO:0043603;GO:0006790
142	GO:0006351
143	GO:0006629;GO:0050896;GO:0006805
145	GO:0006508;GO:0050789
146	GO:0015031
147	GO:0016043
148	GO:0006508;GO:0009057;GO:0050896;GO:0036211
149	GO:0050789;GO:0016043;GO:0032502;GO:0050896
150	GO:0051258;GO:0006996;GO:0016192;GO:0050789
151	GO:0007155;GO:0006996
152	GO:0016043;GO:0007155
153	GO:0008152
154	GO:0016043;GO:0016049;GO:0032502;GO:0050789
155	GO:0016043;GO:0050789
156	GO:0006508;GO:0051604;GO:0050878;GO:0050789
158	GO:0015849
159	GO:0032502;GO:0051179;GO:0006351;GO:0048511;GO:0050896;GO:0050789
160	GO:0006351;GO:0050896;GO:0050789
161	GO:0050789
162	GO:0032502;GO:0006793;GO:0016043;GO:0065009;GO:0036211;GO:0050789
163	GO:0032502;GO:0001775;GO:0002376;GO:0050896;GO:0050789
164	GO:0065003;GO:0046903;GO:0048284;GO:0061024;GO:0016050;GO:0050789
165	GO:0016043;GO:0032501;GO:0032502;GO:0050789
166	GO:0016043;GO:0050789
167	GO:0022607;GO:0006457;GO:0051604;GO:0050896;GO:0050789
168	GO:0007005;GO:0050896;GO:0050789
169	GO:0065003;GO:0007005
172	GO:0040011;GO:0050789
173	GO:0006112;GO:0009059;GO:0005976
174	GO:0006811
175	GO:0050896;GO:0050789
176	GO:0051276;GO:0050789
177	GO:0006811
178	GO:0050896;GO:0048511;GO:0050789
179	GO:0006281;GO:0000280;GO:0006260;GO:0022414;GO:0050789
180	GO:0006260;GO:0006281;GO:0051276;GO:0050789
181	GO:0065009;GO:0050789
182	GO:0006811
184	GO:0009057
185	GO:0006508;GO:0043603
186	GO:0050896;GO:0050789
187	GO:0043062;GO:0045229
188	GO:0007155;GO:0022607
189	GO:0050896;GO:0050789
190	GO:0050789
191	GO:0016192
192	GO:0046903;GO:0051641;GO:0016192;GO:0016050;GO:0050789
193	GO:0032502;GO:0022414
195	GO:0065008;GO:0009117;GO:0050789
198	GO:0006996;GO:0050789
199	GO:0051641;GO:0006997;GO:0051640;GO:0006810
200	GO:0065009;GO:0006811;GO:0050789
201	GO:0032502;GO:0050789
202	GO:0050817;GO:0050878;GO:0002376;GO:0007155;GO:0051604;GO:0050896;GO:0050789
203	GO:0006629;GO:0006793
206	GO:0040011;GO:0032502;GO:0008037;GO:0016043;GO:0048511;GO:0022414;GO:0050789
207	GO:0065009;GO:0050789
208	GO:0032502;GO:0032501;GO:0006351;GO:0050896;GO:0050789
209	GO:0050789
210	GO:0006869
211	GO:0050789
212	GO:0009117;GO:0006082;GO:0005975;GO:0006091
213	GO:0016192;GO:0015031
214	GO:0050789
215	GO:0016070;GO:0009057;GO:0050789;GO:0006396
216	GO:0040011
217	GO:0050789;GO:0046903;GO:0009914;GO:0015833
218	GO:0050789
222	GO:0006996;GO:0050789
223	GO:0007155;GO:0022607
225	GO:0032502;GO:0006793;GO:0001775;GO:0008283;GO:0002376;GO:0036211;GO:0050896;GO:0050789
226	GO:0050896;GO:0006793;GO:0036211;GO:0050789
227	GO:0046903;GO:0065009;GO:0006869;GO:0009914;GO:0050789
229	GO:0051604;GO:0022607
230	GO:0009117;GO:0006082;GO:0005975;GO:0006091
231	GO:0006914;GO:0036211
232	GO:0006996;GO:0022607
233	GO:0008037;GO:0002376;GO:0044419;GO:0050896;GO:0050789
234	GO:0006351
236	GO:0006811
237	GO:0001906;GO:0002376;GO:0050789;GO:0007155;GO:0050896;GO:0044419
238	GO:0050896;GO:0050789
239	GO:0006351
240	GO:0032502
241	GO:0050789
242	GO:0042440;GO:0065003
243	GO:0006996;GO:0022607
244	GO:0016070;GO:0000375
245	GO:0006936;GO:0065009;GO:0008015;GO:0006811;GO:0050789
246	GO:0050789
247	GO:0065009;GO:0050789
248	GO:0050789
249	GO:0016043;GO:0032502
251	GO:0022900;GO:0044238;GO:0045333
253	GO:0050896;GO:0050789
254	GO:0008150
256	GO:0050877
257	GO:0050789
258	GO:0050789;GO:0050896;GO:0001816;GO:0002376
259	GO:0050789
260	GO:0050789
261	GO:0016043;GO:0050789
262	GO:0032501
263	GO:0015931;GO:0051641
264	GO:0065009;GO:0050789
265	GO:0050789;GO:0009308
266	GO:0006629;GO:0007031;GO:0006082;GO:0006869;GO:0051641;GO:0015849
267	GO:0006396;GO:0051234;GO:0051641;GO:0009059;GO:0050789
270	GO:0050789
271	GO:0050789
272	GO:0050789;GO:0036211
273	GO:0006351;GO:0050789
274	GO:0006811
275	GO:0048753;GO:0022607
280	GO:0050789
281	GO:0051641
282	GO:0007155;GO:0050896;GO:0050789
283	GO:0016043;GO:0050877;GO:0032502;GO:0051606
285	GO:0042445;GO:0006629
286	GO:0032501;GO:0050789
288	GO:0006066;GO:0006629
289	GO:0050789
291	GO:0006996;GO:0022607;GO:0032502;GO:0050789
293	GO:0050789
294	GO:0050789
295	GO:0036211
296	GO:0006082;GO:0006520;GO:0036211
297	GO:0050789;GO:0007049;GO:0036211
298	GO:0006457
300	GO:0007155
302	GO:0050789
303	GO:0046864
307	GO:0051641;GO:0016192
309	GO:0007155;GO:0022607;GO:0050789
312	GO:0050789;GO:0032502;GO:0022414
314	GO:0051234;GO:0051641
316	GO:0032502;GO:0050789
317	GO:0006996;GO:0040011;GO:0001775;GO:0002376;GO:0007155;GO:0050789
318	GO:0016043;GO:0016049;GO:0032502
319	GO:0050789
320	GO:0008152
321	GO:0051276
323	GO:0050789
