func_module_number	go_slim_pir
5	GO:0032502;GO:0032501;GO:0050789
7	GO:0009117;GO:0050789
10	GO:0045229;GO:0043062
12	GO:0006139;GO:0006793;GO:0045333;GO:0043603;GO:0006082;GO:0006790
14	GO:0006793;GO:0044419;GO:0001775;GO:0050896;GO:0002376;GO:0050789;GO:0008283;GO:0036211;GO:0032502
15	GO:0051641;GO:0065003;GO:0050789
16	GO:0065003
18	GO:0006949
20	GO:0050896;GO:0050789
21	GO:0007005;GO:0065003
23	GO:0002376;GO:0050896;GO:0040011;GO:0050789
25	GO:0031647
29	GO:0050789
30	GO:0006793;GO:0006629;GO:0050789
33	GO:0050896;GO:0065003;GO:0032502;GO:0050789
35	GO:0050896;GO:0016043;GO:0032502;GO:0050789
37	GO:0050789
40	GO:0050789
43	GO:0050789;GO:0006281;GO:0007059;GO:0051276
45	GO:0050896;GO:0001816;GO:0050789
47	GO:0006996
50	GO:0050789
55	GO:0050789
58	GO:1902600
63	GO:0006281;GO:0006260;GO:0050789
66	GO:0009057;GO:0006508
69	GO:0050896;GO:0050789
72	GO:0006793;GO:0050896;GO:0050789;GO:0036211;GO:0032502
78	GO:0050789
79	GO:0050789
80	GO:0051179;GO:0007155
85	GO:0044419;GO:0002376;GO:0051606;GO:0001816;GO:0050789
86	GO:0022900;GO:0006119
95	GO:0006457
99	GO:0006996;GO:0022411;GO:0006810;GO:0051640;GO:0051641
100	GO:0050896;GO:0032502;GO:0032501;GO:0050789
102	GO:0006793;GO:0016043;GO:0050789;GO:0036211;GO:0032502
104	GO:0051234;GO:0051641
105	GO:0050896;GO:0008152
109	GO:0044419;GO:0002376;GO:0050896;GO:0065009;GO:0050789
116	GO:0050789
119	GO:0006281;GO:0009059;GO:0006260
120	GO:0007155;GO:0050789
121	GO:0001775;GO:0050896;GO:0002376;GO:0065009;GO:0050789;GO:0008283
124	GO:0022607;GO:0050789;GO:0006457;GO:0051604
125	GO:0002376;GO:0065009;GO:0050789
126	GO:0006351;GO:0050896;GO:0051179;GO:0050789
129	GO:0006351
130	GO:0036211
133	GO:0032502;GO:0032501
135	GO:0006281;GO:0022414
141	GO:0065003
142	GO:0006281;GO:0006260;GO:0032392
153	GO:0016043;GO:0032502;GO:0050789
155	GO:0009057;GO:0006508;GO:0036211
161	GO:0032502;GO:0032501
163	GO:0002376;GO:0006281;GO:0009059;GO:0032502
164	GO:0051276;GO:0050789;GO:0009059;GO:0006259;GO:0051641
170	GO:0050789
171	GO:0016043
172	GO:0009057;GO:0006508
174	GO:0065009;GO:0050789
175	GO:0022607;GO:0065008;GO:0007155;GO:0050789
176	GO:0051276;GO:0065003;GO:0007059
178	GO:0050896;GO:0050789
183	GO:0016032;GO:0006304;GO:0044419;GO:0050896;GO:0050789;GO:0016070;GO:0009059
190	GO:0032502;GO:0050789
191	GO:0050896
194	GO:0050896;GO:0048511;GO:0050789
198	GO:0036211
204	GO:0050789
205	GO:0050789
208	GO:0036211;GO:0050789
209	GO:0050789
211	GO:0050789
213	GO:0016070;GO:0009059
214	GO:0001775;GO:0050896;GO:0002376
222	GO:0006281;GO:0016043;GO:0050789
229	GO:0050896;GO:0006793;GO:0036211;GO:0050789
230	GO:0050789
245	GO:0050789
248	GO:0050896;GO:0002376;GO:0050789
254	GO:0016070;GO:0006396
258	GO:0050896
264	GO:0050896;GO:0001816;GO:0050789
272	GO:0022607;GO:0006996
278	GO:0016043
313	GO:0050896;GO:0050789
329	GO:0022414;GO:0006259
338	GO:0051276;GO:0050789
357	GO:0050789
364	GO:0051234;GO:0006996;GO:0022607;GO:0050789;GO:0051640
378	GO:0009117
397	GO:0016043
