go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.008533   1,552 annotations READ: go_slim_results_K1_cpdb_0.0.txt 
216 IDs in all associations
func_module_number	
1	GO:0032501;GO:0006996;GO:0032502
3	GO:0001775;GO:0050789;GO:0050896;GO:0002376
4	GO:0051606;GO:0050877
10	GO:0006508;GO:0009057
11	GO:0050789;GO:0050896;GO:0032502
14	GO:0006811
15	GO:0006082;GO:0006805;GO:0042440
16	GO:0043062;GO:0008152;GO:0022411;GO:0045229
18	GO:0001775;GO:0002376;GO:0008283;GO:0050896;GO:0044419;GO:0036211;GO:0006793;GO:0050789
19	GO:0050789;GO:0040011;GO:0050896;GO:0002376
22	GO:0043062;GO:0032502;GO:0045229
25	GO:0050789
26	GO:0006629
27	GO:0016043;GO:0007155
29	GO:0050877
31	GO:0050789;GO:0040011;GO:0050896;GO:0002376
33	GO:0050789;GO:0006412
35	GO:0002376;GO:0032502;GO:0050896;GO:0044419;GO:0050789
36	GO:0065003
37	GO:0050789
39	GO:0050789;GO:0006811
40	GO:0006793;GO:0006629;GO:0007155
43	GO:0006810;GO:0051641
44	GO:0050789;GO:0006412
45	GO:0006412
47	GO:0032501;GO:0050789;GO:0050896;GO:0032502
48	GO:0016070;GO:0042254;GO:0006396;GO:0006412
49	GO:0022900;GO:0009117;GO:0006119
50	GO:0016050;GO:0022406;GO:0016192;GO:0048284;GO:0051640;GO:0061024;GO:0006836;GO:0046903
51	GO:0016070;GO:0065003;GO:0007005;GO:0006520
53	GO:0050789
54	GO:0050789;GO:0002376
55	GO:0001775;GO:0002376;GO:0008283;GO:0050896;GO:0044419;GO:0036211;GO:0006793;GO:0050789
58	GO:0050789
59	GO:0016070;GO:0009059;GO:0006281;GO:0065003;GO:0050789
62	GO:0050789;GO:0007154
69	GO:0050789;GO:0050896;GO:0001816;GO:0002376
91	GO:0050789
92	GO:0016050;GO:0061024
101	GO:0006810;GO:0051641;GO:0048284;GO:0007031;GO:0007005
102	GO:0007005;GO:0006810;GO:0051641;GO:0061024
112	GO:0006351;GO:0050789;GO:0001816
118	GO:0016070;GO:0006396
120	GO:0051234;GO:0051276;GO:0051640;GO:0007059;GO:0050789
121	GO:0006508;GO:0007049;GO:0036211;GO:0009057;GO:0050789;GO:0022414
122	GO:0016070;GO:0009057;GO:0006396
124	GO:0015931;GO:0015031;GO:0006997
132	GO:0016070;GO:0065008;GO:0050789;GO:0009057
165	GO:0048511;GO:0050789;GO:0022414
193	GO:0065008;GO:0006869;GO:0061024
195	GO:0050789;GO:0007154
196	GO:0050789;GO:0050896
204	GO:0032501;GO:0022607;GO:0051641;GO:0006996
210	GO:0006354
219	GO:0009117;GO:0005975;GO:0006082
221	GO:0065008;GO:0050789;GO:0050886
243	GO:0006082;GO:0006805;GO:0006629
260	GO:0050789;GO:0006811;GO:0007154
294	GO:0032501;GO:0006811
295	GO:0016043;GO:0032502
302	GO:0015931;GO:0050789;GO:0051641
303	GO:0016070;GO:0043412;GO:0006396
308	GO:0009225
309	GO:0006139
310	GO:0006793
311	GO:0006520;GO:0006082
312	GO:0006869
317	GO:0007155
318	GO:0022607;GO:0007155
319	GO:0016070;GO:0065008;GO:0050789;GO:0009057
320	GO:0016070;GO:0065008;GO:0050789;GO:0009057
338	GO:0051258;GO:0065008;GO:0051261;GO:0050789;GO:0006996
340	GO:0065009;GO:0050789
352	GO:0032501;GO:0022414
382	GO:0050877;GO:0050896
393	GO:0000280;GO:0007059;GO:0050789;GO:0051276
397	GO:0016070;GO:0006520;GO:0009117
398	GO:0006793;GO:0006139;GO:0006996
417	GO:0009117;GO:1902600;GO:0006119
420	GO:0006281;GO:0022414
432	GO:0050877;GO:0050789;GO:0065008;GO:0006811
433	GO:0050789;GO:0007154
447	GO:0050896;GO:0002376
452	GO:0006629;GO:0019748;GO:0042180;GO:0050896;GO:0006066;GO:0042445
453	GO:0050789;GO:0050896
458	GO:0065003;GO:0016192
459	GO:0048753;GO:0006810;GO:0051640;GO:0051641
460	GO:0016192
464	GO:0050789
465	GO:0016070;GO:0006396;GO:0042254
472	GO:0006810;GO:0051640;GO:0051641
474	GO:0050817;GO:0050789;GO:0050878;GO:0050896
475	GO:0050789;GO:0050896;GO:0002376
479	GO:0042254
486	GO:0006351
488	GO:0051234;GO:0051641
489	GO:0006508;GO:0009057;GO:0015031;GO:0050896
497	GO:0036211
500	GO:0032502;GO:0006996;GO:0050789;GO:0051258
504	GO:0050789;GO:0006996
514	GO:0036211
519	GO:0008150
524	GO:0050896
526	GO:0007033;GO:0006914;GO:0022607
530	GO:0051234;GO:0050789;GO:0051641
532	GO:0001775;GO:0001816;GO:0002376;GO:0008283;GO:0032502;GO:0036211;GO:0050896;GO:0006793;GO:0050789
537	GO:0006936;GO:0032989;GO:0032502;GO:0022607;GO:0006996
543	GO:0051234;GO:0051640;GO:0050789;GO:0006996
544	GO:0051640;GO:0006996
560	GO:0016070;GO:0000375
561	GO:0007033;GO:0050789
564	GO:0031023;GO:0022607;GO:0050789;GO:0006996
565	GO:0031023;GO:0006996;GO:0050789;GO:0051258
568	GO:0009059;GO:0019538
569	GO:0009059;GO:0036211
571	GO:0008150
573	GO:0050896
584	GO:0065009;GO:0050789
587	GO:0048511;GO:0006508;GO:0031647;GO:0007049;GO:0065009;GO:0036211;GO:0050896;GO:0009057;GO:0050789
589	GO:0016032;GO:0016043;GO:0050789;GO:0016070
590	GO:0065003;GO:0006412
602	GO:0016032;GO:0022411;GO:0051641;GO:0016192;GO:0007032;GO:0007033;GO:0048284;GO:0022607;GO:0061024;GO:0050789;GO:0044419
608	GO:0006351
618	GO:0016070;GO:0042254;GO:0006396
619	GO:0016070;GO:0006396;GO:0042254
621	GO:0036211
622	GO:0009059;GO:0019538
626	GO:0006508;GO:0009057;GO:0050789
631	GO:0016070;GO:0000375;GO:0065003
632	GO:0008150
636	GO:0050789
637	GO:0065009;GO:0050789;GO:0006996
638	GO:0008152;GO:0050789
639	GO:0036211;GO:0007005;GO:0050896;GO:0006793;GO:0050789;GO:0006914
641	GO:0007005;GO:0061024
645	GO:0001816;GO:0002376;GO:0065009;GO:0050896;GO:0050789;GO:0044419
646	GO:0001816;GO:0002376;GO:0065003;GO:0065009;GO:0050896;GO:0050789
648	GO:0016070;GO:0051604;GO:0006520;GO:0006457;GO:0006412;GO:0006793
649	GO:0050789;GO:0065008;GO:0036211;GO:0050896
650	GO:0016070;GO:0065008;GO:0006412;GO:0009057;GO:0050789
657	GO:0042440
660	GO:0016049;GO:0050789;GO:0032502
661	GO:0022406;GO:0006810;GO:0051641;GO:0051640;GO:0065008;GO:0061024
662	GO:0051641;GO:0016192;GO:0036211;GO:0046903;GO:0050789
666	GO:0016043
668	GO:0036211
680	GO:0016043;GO:0050789;GO:0006281;GO:0032502
681	GO:0032501;GO:0050789;GO:0032502
683	GO:0016043;GO:1902600;GO:0065008
684	GO:0006508;GO:0051641;GO:0051234;GO:0050896;GO:0009057
688	GO:0050789;GO:0006996
689	GO:0006811
690	GO:0006936;GO:0050789;GO:0006811;GO:0007154
700	GO:0016070;GO:0006281;GO:0006396
701	GO:0006412
708	GO:0051606;GO:0050877
710	GO:0042180
711	GO:0006082;GO:0006629
712	GO:0007032;GO:0051641;GO:0016192;GO:0061024;GO:0022607;GO:0006914
713	GO:0051641;GO:0050789;GO:0016192
715	GO:0006810;GO:0051641
716	GO:0001775;GO:0002376;GO:0036211;GO:0050896;GO:0006793;GO:0050789;GO:0007155
717	GO:0001775;GO:0002376;GO:0036211;GO:0006793;GO:0050789
719	GO:0001775;GO:0002376;GO:0032502;GO:0050896;GO:0050789
