func_module_number	lst
5	GO:0006325;GO:0045739
7	GO:0033627;GO:0007229
10	GO:0006457
11	GO:1904431;GO:1904429;GO:0006281;GO:0032205;GO:0006310;GO:0006302;GO:0090737;GO:0090656;GO:0001325;GO:0000712;GO:0006974;GO:2001251;GO:0072429;GO:0032204
17	GO:0030888;GO:0042100;GO:0050864
20	GO:1900262;GO:1900264;GO:0006275;GO:0006260;GO:0090329;GO:2000573
25	GO:0033209;GO:0071356;GO:0097191;GO:0034612;GO:0043068;GO:0043123;GO:0097190;GO:0043122;GO:0070266;GO:0007249
28	GO:0016567;GO:0032446;GO:0070647
35	GO:0017015
36	GO:0006122;GO:0019646;GO:0042775;GO:0042773
37	GO:0030509;GO:0071772;GO:0071773;GO:0141091;GO:0007178;GO:0071363;GO:0070848;GO:0001649;GO:0030501;GO:0045667;GO:0045778;GO:0070169;GO:0060390;GO:0001503;GO:0030500;GO:0007167;GO:0060395;GO:0030278;GO:0070167;GO:0030282;GO:0060391;GO:0003197;GO:0090092;GO:0045669;GO:0031214;GO:0001501;GO:0090100;GO:0003206;GO:0003205;GO:0003002;GO:0007389;GO:0060411;GO:0003279;GO:0060037;GO:0061036
38	GO:0048013;GO:0007411;GO:0097485;GO:0007169;GO:0007409;GO:0061564;GO:0048667;GO:0007167;GO:0048812
39	GO:0006637;GO:0035383;GO:0006086;GO:0006085;GO:0006084;GO:0006790;GO:0035384;GO:0071616
41	GO:0006270;GO:0006260;GO:0006261;GO:0006275;GO:0030174
44	GO:0060391;GO:0060390;GO:0060395;GO:0090100;GO:0090092;GO:0141091;GO:0007178;GO:0071363;GO:0003007;GO:0070848;GO:0009887;GO:0048729;GO:0003208;GO:0035295;GO:0060485;GO:0048514;GO:0072359;GO:0003231;GO:0001568;GO:0007167;GO:0001944;GO:0003203;GO:0003206;GO:0055010;GO:0007179;GO:0035239;GO:0072132;GO:0003197;GO:0003229;GO:1905007;GO:1905005;GO:0007507;GO:0003205;GO:0071560;GO:0055008;GO:0071559;GO:0060415;GO:0048644;GO:0010718;GO:0001525;GO:0050678;GO:0061384;GO:0050673;GO:0001837;GO:0048646;GO:0060317;GO:0030334;GO:0061383;GO:0008285;GO:0062043;GO:0045216;GO:0050680
45	GO:0048013;GO:0007169;GO:0007167;GO:0022603;GO:0000902;GO:1902961;GO:0051336;GO:0048667;GO:1902959;GO:1905247;GO:0097485;GO:0007411
52	GO:0009615;GO:0007259;GO:0097696;GO:0002709;GO:0002456;GO:0019221;GO:0051607;GO:0002706;GO:0002822;GO:0071345;GO:0002819;GO:2000330;GO:0030101;GO:1901652;GO:0034097;GO:0002703;GO:0010455;GO:2000328;GO:0046651;GO:0045087;GO:0032943;GO:0001916;GO:0043382;GO:0051135;GO:2000321;GO:0002286;GO:0070661;GO:0043380;GO:0090715;GO:0043379;GO:0001914;GO:0051133;GO:0001913;GO:0051132;GO:0002449;GO:0002697;GO:0002460;GO:0045580;GO:0002827;GO:0090713;GO:0050863;GO:1903037;GO:0046635;GO:0032816;GO:0002711;GO:0001912;GO:0045619;GO:2000318;GO:0007159;GO:0032729;GO:0002285;GO:0002443;GO:0002250
56	GO:0006388;GO:0000394
57	GO:0097193;GO:0097190
62	GO:0038110;GO:0071352;GO:0070669;GO:0071350;GO:0070672;GO:0035723
64	GO:1903706;GO:0030097;GO:0140889
66	GO:0006261
67	GO:0007169;GO:1901299;GO:1901298
71	GO:0007249;GO:0038061
72	GO:0007052;GO:1902850
78	GO:0034085;GO:0007062;GO:0034087;GO:0034089
91	GO:0051092;GO:0051091;GO:0007249;GO:0031860;GO:0051090;GO:0043123;GO:1904354;GO:0016233;GO:0043122;GO:0000086;GO:0110025;GO:0044839;GO:0071225;GO:0007093;GO:0044818;GO:1901991;GO:0010972;GO:1902750;GO:0035825
94	GO:0097191;GO:0008625;GO:0097190;GO:0043065;GO:0043123;GO:0043068
102	GO:0007259;GO:0097696;GO:0019221;GO:0042509;GO:0007260;GO:0071345;GO:0046425;GO:1904892;GO:0034097;GO:1901652;GO:0060396;GO:0071378
104	GO:0046854;GO:0008286;GO:0007169;GO:0043491;GO:0006661;GO:0046488;GO:0032869;GO:0032868;GO:0007167;GO:0046474;GO:0071375;GO:0008654;GO:0045017;GO:0043434
108	GO:0007160
112	GO:0006302;GO:0006974;GO:0006281;GO:0000077;GO:0031570;GO:0042770;GO:0000075;GO:1901988
117	GO:1900227;GO:0141087
125	GO:0038196;GO:0071358;GO:0007259;GO:0097696;GO:0034342;GO:0046425
126	GO:0007224;GO:0008589;GO:0048565
129	GO:0019221;GO:0071345;GO:0042531;GO:0002294;GO:0002293;GO:0002287;GO:0042509;GO:0034097;GO:1901652;GO:0098586;GO:0038196;GO:0071358;GO:0007260;GO:0002292;GO:0034342;GO:0043367;GO:0046632;GO:0035710;GO:0002286;GO:0048143;GO:0070102;GO:0072540;GO:0002295;GO:0002363;GO:0014002;GO:0043373
133	GO:0006123;GO:0019646;GO:0042775;GO:0042773
134	GO:0036297
137	GO:0038134;GO:0007173;GO:0038128
138	GO:1903660;GO:1903659;GO:0019221;GO:0120162
140	GO:0006298;GO:0006281;GO:0016445;GO:0002200;GO:0006974
141	GO:0043687;GO:0016567
146	GO:0007169;GO:0007167;GO:0008286;GO:1901699;GO:0043434;GO:0045725;GO:0032869;GO:0070875;GO:0032868;GO:1901698;GO:0043567;GO:0071375;GO:0010907;GO:0010962;GO:0005979;GO:1901701;GO:0048009;GO:0070873;GO:0032885;GO:0043467
147	GO:0002221;GO:0002758;GO:0002218;GO:0032760;GO:1903557;GO:0032649;GO:0032609;GO:0045089;GO:0002833;GO:0045088;GO:0001819;GO:0032680;GO:0032640;GO:0002757;GO:0071706;GO:1903555
148	GO:0019221;GO:0071345;GO:0070498;GO:0006954;GO:0034097;GO:1901652
152	GO:0000731;GO:0019985;GO:0006301
162	GO:0032924;GO:0032925;GO:0007178;GO:0090092;GO:0060395;GO:0141091
167	GO:0140467
168	GO:2000591;GO:1900238;GO:0035793;GO:0048008;GO:2000589;GO:0035788;GO:0035789;GO:0035787;GO:0001656;GO:0072239;GO:0035791;GO:0072224;GO:0072012;GO:0061437;GO:0010544;GO:0061440;GO:0001822;GO:0051897;GO:0072001;GO:0072210;GO:0070374;GO:0046777;GO:0051896;GO:0048146;GO:0018108;GO:0018212;GO:0014910
170	GO:0061644;GO:0071459;GO:0065004;GO:0071824;GO:0071168
175	GO:0016925;GO:0018205
178	GO:0070269;GO:0032731;GO:0032732;GO:0032651;GO:0032611;GO:0032612;GO:0032652;GO:0050729;GO:0002221;GO:0002758;GO:0002218;GO:0050727;GO:0045089
179	GO:0071356;GO:0034612;GO:0043122;GO:0007249;GO:0033209
181	GO:0002224;GO:0002757;GO:0002764;GO:0002221;GO:0002253;GO:0070498;GO:0002758;GO:0002218;GO:0007249;GO:0008063;GO:0050778;GO:0140894
185	GO:0007259;GO:0097696;GO:0045648;GO:0045646
199	GO:0006261;GO:0006260;GO:0032392;GO:0071103;GO:0032508;GO:0033260;GO:0044786;GO:0006268
200	GO:0009755;GO:0042789;GO:0009299;GO:0141193;GO:0048384;GO:0032870;GO:0009725;GO:0030522;GO:0032107;GO:0033993;GO:0031670;GO:0070564
