func_module_number	go_slim_pir
2	GO:0050896
14	GO:0006119;GO:0007005;GO:0022900;GO:0065003
15	GO:0001816;GO:0002376;GO:0065009;GO:0051606;GO:0050789;GO:0044419
16	GO:0001775;GO:0008283;GO:0002376;GO:0050896;GO:0065009;GO:0050789
17	GO:0051641;GO:0065003
18	GO:0006996
20	GO:0032502;GO:0032501
23	GO:0032502;GO:0050896;GO:0050789
25	GO:0006281;GO:0050789
26	GO:0050877;GO:0050896
27	GO:0016043
28	GO:0007059;GO:0051276;GO:0000280;GO:0022414;GO:0007049;GO:0050789
33	GO:0002376;GO:0050896;GO:0065009;GO:0050789;GO:0001816;GO:0044419
36	GO:0050789;GO:0050896;GO:0006351
37	GO:0050789
39	GO:0022411;GO:0050789
43	GO:0006281;GO:0007059;GO:0050789;GO:0051276
45	GO:0050789
46	GO:0051276;GO:0007059;GO:0065003
47	GO:0006629
50	GO:0050789;GO:0032502;GO:0050896;GO:0032501
53	GO:0050789
61	GO:0050896;GO:0050789
62	GO:0032502;GO:0032501;GO:0051641
66	GO:0006119;GO:0022900
70	GO:0006139;GO:0045333;GO:0006082;GO:0043603;GO:0006793;GO:0006790
72	GO:0050789
78	GO:0016043
80	GO:0050789
82	GO:0032502;GO:0001775;GO:0002376;GO:0050789
86	GO:0009308
88	GO:1902600
90	GO:0006281;GO:0032392;GO:0006260
91	GO:0006281;GO:0002376;GO:0009059
92	GO:0036211
93	GO:0050896;GO:0050789
95	GO:0007155;GO:0022607;GO:0050789
96	GO:0051640;GO:0006810;GO:0006997;GO:0051641
98	GO:0050789
99	GO:0051604;GO:0050896;GO:0006457
102	GO:0006082
109	GO:0050896;GO:0032502;GO:0006351;GO:0050789
110	GO:0007155;GO:0050789
114	GO:0006281;GO:0065009;GO:0050789;GO:0006260
115	GO:0006281;GO:0009059;GO:0006260
116	GO:0050789
117	GO:0006508;GO:0036211;GO:0009057
119	GO:0001775;GO:0036211;GO:0050896;GO:0002376;GO:0006793;GO:0050789;GO:0044419
120	GO:0002376;GO:0001775;GO:0050896;GO:0050789
122	GO:0051234;GO:0051641
124	GO:0016043
125	GO:0006351
129	GO:0065003
130	GO:0032502;GO:0032501
136	GO:0048511;GO:0050896;GO:0050789
140	GO:0032502;GO:0016043;GO:0050789
141	GO:0050896;GO:0050789;GO:0002376;GO:0001816
145	GO:0006281
146	GO:0006508;GO:0006629;GO:0006793
150	GO:0006508;GO:0009057
151	GO:0006281;GO:0036211
154	GO:0036211
156	GO:0050896;GO:0050789
164	GO:0032502;GO:0050789
170	GO:0032502;GO:0001775;GO:0008283;GO:0036211;GO:0050896;GO:0002376;GO:0006793;GO:0050789;GO:0001816
171	GO:0006281;GO:0022414
176	GO:0050896
179	GO:0050896;GO:0050789
185	GO:0006281;GO:0006304;GO:0006266;GO:0006260
186	GO:0036211;GO:0050789
188	GO:0009117;GO:0065008;GO:0050789
189	GO:0050789
191	GO:0032502;GO:0050789
194	GO:0032502;GO:0050789
200	GO:0016070;GO:0006396
203	GO:0006281;GO:0050789
214	GO:0050789
215	GO:0036211;GO:0050789;GO:0006793
221	GO:0006259;GO:0051276;GO:0050789;GO:0009059
224	GO:0006351
230	GO:0043062;GO:0045229
233	GO:0050789;GO:0050896;GO:0001816
240	GO:0050896;GO:0002376;GO:0050789;GO:0040011
257	GO:0050896;GO:0050789
258	GO:0050789
262	GO:0036211;GO:0050789
274	GO:0006112;GO:0008643;GO:0005976;GO:0050789;GO:0009059
287	GO:0050896;GO:0001775;GO:0002376
291	GO:0006281;GO:0022414;GO:0000280;GO:0050789
292	GO:0006281;GO:0022414
294	GO:0050789;GO:0006260
297	GO:0051234;GO:0006996;GO:0022607;GO:0051640;GO:0050789
307	GO:0050896;GO:0050789
308	GO:0032502;GO:0008283;GO:0006793;GO:0036211;GO:0050789;GO:0050878
312	GO:0006260;GO:0032392
326	GO:0050789
330	GO:0022607;GO:0006996
336	GO:0006811
341	GO:0050789
343	GO:0050789
375	GO:0050789
397	GO:0009117
403	GO:0050896;GO:0050789
404	GO:0050789
410	GO:0050896;GO:0050789
