func_module_number	lst
1	GO:0007169;GO:0007167;GO:0018108;GO:0018212;GO:0002768;GO:0046649;GO:0002429;GO:0045321;GO:0050776;GO:0002764;GO:0050851;GO:0038093;GO:0002757;GO:0071375;GO:0043491;GO:0043434;GO:0042110;GO:0050853;GO:0030097;GO:0018193;GO:0019221;GO:0002253;GO:0050778;GO:0008284;GO:0002521;GO:1901701;GO:1901699;GO:0030155;GO:1903131;GO:0007259;GO:0097696;GO:0071345;GO:0038094;GO:0051249;GO:0030098;GO:0050865;GO:0051897;GO:1901698;GO:0034097;GO:1901652;GO:0046777;GO:0002252;GO:0051251;GO:0045785;GO:0042113;GO:0002694;GO:0051896;GO:0002696;GO:1903039;GO:0002431;GO:0050867;GO:0038096;GO:0002433;GO:0022409;GO:0050870;GO:0043408;GO:0000165;GO:0030335;GO:0032870;GO:0060396;GO:0071378;GO:1903037;GO:0008286;GO:0042325;GO:2000147;GO:0040017;GO:0022407;GO:0060416;GO:0009725;GO:0050730;GO:0007159;GO:0050863;GO:0001932;GO:0042327;GO:0043410;GO:0060397;GO:0030183
2	GO:0061919;GO:0006914;GO:0016236;GO:0000045;GO:1905037;GO:0007033;GO:0010506;GO:0044804;GO:0006995;GO:0043562
3	GO:0070972;GO:0045047;GO:0006613;GO:0072599;GO:0030970;GO:1903513;GO:0032527
4	GO:0019752;GO:0043436;GO:0006082;GO:0055086;GO:0006753;GO:0044282;GO:0009117;GO:0072521;GO:1901605;GO:0006163;GO:0044283;GO:0006520;GO:0009124;GO:0016054;GO:0046395;GO:0046364;GO:0019362;GO:0046496;GO:0072524;GO:0032787;GO:0009123;GO:0005996;GO:0044248
5	GO:0140053;GO:0032543;GO:0006412;GO:0000959;GO:0062125
6	GO:0002224;GO:0002221;GO:0002758;GO:0002218;GO:0140895;GO:0002237;GO:0002752;GO:0032479;GO:0032606;GO:0045089;GO:0031347;GO:0071219;GO:0002833;GO:0002831;GO:0002220;GO:0007249;GO:0031349;GO:0071216;GO:0045088;GO:0009617;GO:0001817;GO:0001816;GO:0002757;GO:0002253;GO:0032481;GO:0050776;GO:0002764;GO:0050778;GO:0032103;GO:0045087;GO:0001819;GO:0006954;GO:0032648;GO:0032608;GO:0034142;GO:0070498
8	GO:0009725;GO:0009755;GO:0032870;GO:0141193;GO:0000122;GO:0030522;GO:0019216;GO:0042789
9	GO:0009887;GO:0007389;GO:0001501;GO:0009790;GO:0048705;GO:0048568;GO:0003002
10	GO:0002181;GO:0006412;GO:0042254;GO:0022613
11	GO:0009060;GO:0045333;GO:0006119;GO:0015980;GO:0006091;GO:0019646;GO:0042775;GO:0042773;GO:0022900;GO:0022904;GO:0042776;GO:0015986;GO:0006120;GO:0006754;GO:0009145;GO:0009206
12	GO:0140467
13	GO:0007596;GO:0050817;GO:0007599;GO:0050878;GO:0042730;GO:0042060;GO:0009611;GO:0030195;GO:1900047;GO:0030193;GO:1900046;GO:0050819;GO:0050818
14	GO:0010498;GO:0043161;GO:0051603;GO:0019941;GO:0043632;GO:0006511;GO:1903050;GO:0061136;GO:0030162
15	GO:0000377;GO:0000398;GO:0000375;GO:0006397;GO:0008380;GO:0016071;GO:0000245
16	GO:0030036;GO:0030029;GO:0007015;GO:0097435;GO:0045010;GO:0034314;GO:0032970;GO:0030832;GO:0030834;GO:0110053;GO:0032956;GO:1901879;GO:0030042;GO:0051493;GO:0030835
17	GO:0045216;GO:0007043;GO:0120192;GO:0120193;GO:0035633
18	GO:0035654;GO:0035652;GO:0099514;GO:0099517;GO:0048490;GO:0043473;GO:1903232;GO:0033059;GO:0016183;GO:0060155
19	GO:0036297;GO:0006974;GO:0007059;GO:0006281;GO:0000712
20	GO:0007215;GO:0035249;GO:0007216;GO:0050804;GO:0099177;GO:0006816;GO:0007268;GO:0098916;GO:0099537
