func_module_number	lst
2	GO:0016567;GO:0032446;GO:0043687;GO:0070647;GO:0043161;GO:0010498;GO:0006511;GO:0019941;GO:0043632;GO:0051603;GO:0042176;GO:0045732;GO:0032465;GO:0051256;GO:0051255;GO:0000022;GO:0051231;GO:0000209;GO:0044772;GO:1903490;GO:0051302
4	GO:0019646;GO:0006119;GO:0042773;GO:0042775;GO:0022904
5	GO:0006281;GO:0036297;GO:0006974;GO:0006310;GO:0000724;GO:0000725;GO:0006302;GO:0007059;GO:0007127;GO:0140527;GO:0007131;GO:0061982;GO:0035825
10	GO:1990049
13	GO:1904044;GO:0050914;GO:1904045;GO:0030001;GO:0006812;GO:0071389;GO:1904116;GO:1904117;GO:0098771;GO:0051385;GO:0055080;GO:0050915;GO:0050801
14	GO:0070647;GO:0006301;GO:0043687;GO:0006281;GO:0006974;GO:0016567;GO:0032446;GO:0042276
15	GO:0006457;GO:0009408;GO:0051604;GO:0009266;GO:0061077;GO:0034605;GO:0070841
19	GO:0006281;GO:0006974;GO:0006302;GO:0006310;GO:0006303;GO:0006284;GO:0000723;GO:0006266;GO:0000725;GO:0001325;GO:0090656;GO:0090737;GO:0032200;GO:0006298;GO:0051052;GO:0016445;GO:0002200;GO:0009314;GO:0051053;GO:0000724;GO:0051276;GO:0002377;GO:0006289
22	GO:0045089;GO:0002833;GO:0045088
25	GO:0097191;GO:0097190;GO:0008625;GO:0043122;GO:0007249;GO:0043068;GO:0043065;GO:0043123;GO:0070266;GO:0097300;GO:0097527;GO:0071356;GO:0034612;GO:0038061;GO:2001236;GO:0033209;GO:0031401;GO:2001233
27	GO:0006099;GO:0006121;GO:0045333;GO:0015980;GO:0009060;GO:0006091;GO:0019646;GO:0042773;GO:0042775;GO:0022904
35	GO:0043567;GO:0048009;GO:0007169
37	GO:0090170;GO:0120041;GO:0120040;GO:0071621;GO:0061517
42	GO:0000122;GO:0017015;GO:1903844;GO:0007179;GO:0030512;GO:0071560
43	GO:0019221;GO:0071345;GO:0007169;GO:0034097;GO:1901652;GO:0007167;GO:0071352;GO:0038110;GO:0070669;GO:0008286;GO:0018108;GO:0018212;GO:0008284;GO:0045321;GO:0050731;GO:0071375;GO:0032869
44	GO:0002758;GO:0002224;GO:0002218;GO:0002221;GO:0031349;GO:0045089;GO:0002833;GO:0032103;GO:0002237;GO:0045088;GO:0031347;GO:0002253;GO:0002757;GO:0002764;GO:0050778;GO:0002831;GO:0050776;GO:0071216;GO:0032755;GO:0071219;GO:0032675;GO:0032635;GO:0001819;GO:0002220;GO:0140895;GO:0006954;GO:0045087;GO:0001817;GO:0002752;GO:0009617;GO:0001816;GO:0051092;GO:0032496;GO:0070498;GO:0032677;GO:0032637;GO:0032722;GO:0032757;GO:0062207;GO:0051091;GO:0032602;GO:0032642;GO:0071220;GO:0070339;GO:0071221
45	GO:0070647;GO:0043687;GO:2000436
46	GO:0006338
47	GO:0030509;GO:0071772;GO:0071773;GO:0141091;GO:0007178;GO:0071363;GO:0070848;GO:0007167;GO:0090092;GO:0060395;GO:0060390;GO:0060391;GO:0030510;GO:0001503;GO:0090100;GO:0045667;GO:0001649;GO:0090287;GO:0007389;GO:0030278;GO:0003206;GO:0030282;GO:0001501;GO:0003205;GO:0030500;GO:0030501;GO:0031214;GO:0003197;GO:0009953;GO:0007507;GO:0045778;GO:0090101;GO:0030514;GO:0070167
49	GO:0009725;GO:0032355;GO:0014070;GO:0032870;GO:0009755;GO:0043627;GO:0033993
50	GO:0019221;GO:0071345;GO:0034097;GO:1901652;GO:0007259;GO:0097696;GO:0042509;GO:0007260;GO:0046631;GO:0042110;GO:0071358;GO:0038196;GO:0046425;GO:0034342;GO:1904892;GO:0045321;GO:0042531;GO:0072538;GO:0046649;GO:0030217;GO:0001819;GO:0098586;GO:0002292;GO:0050863;GO:0050730;GO:0072540;GO:0030098;GO:0043368;GO:0043367;GO:0002295;GO:0045058;GO:0046632;GO:0018108;GO:0002694;GO:0002363;GO:0043373;GO:0018212;GO:0035710;GO:0032729;GO:0002360;GO:0043369;GO:0002294;GO:0002521;GO:0046427;GO:1903131;GO:0002287;GO:0002293;GO:1903037;GO:0051249;GO:0140888;GO:1904894;GO:0050865;GO:0002286;GO:0022407;GO:0072539;GO:0007159;GO:0022409;GO:0009615;GO:0002250;GO:0002285;GO:0002696;GO:0046635;GO:0002460;GO:0002366;GO:0001817;GO:0030097;GO:0001816
51	GO:2000819;GO:0070316;GO:0045023;GO:1902459;GO:0006338;GO:0045663;GO:2000036;GO:0006325;GO:0045580;GO:0006289;GO:0045619;GO:0045661;GO:2000781;GO:0030071;GO:1902099;GO:0007091;GO:0044784;GO:0045739;GO:0006337;GO:1902105;GO:0019827;GO:0033045;GO:0098727;GO:0032986;GO:0045445
52	GO:0007178;GO:0141091;GO:0090092;GO:0007179;GO:0071363;GO:0071560;GO:0071559;GO:0070848;GO:0007167;GO:0060395;GO:0035329;GO:0032570;GO:0060390;GO:0090287;GO:0060391;GO:0090100;GO:0010718;GO:0001837;GO:0010717;GO:0007517;GO:1901654;GO:0017015;GO:1903844;GO:0048762;GO:0035295;GO:0014706;GO:0040008;GO:0060537;GO:0001558;GO:0003208
56	GO:0031570;GO:0006260;GO:0000077;GO:0006281;GO:0006974;GO:0000075;GO:0042770;GO:1901988;GO:0000076;GO:1901987;GO:0006261;GO:0010948;GO:0044770;GO:0044773;GO:0006275;GO:0044774;GO:0045786
59	GO:0006974;GO:0051054;GO:0006281;GO:0051052;GO:0006302;GO:0016233;GO:0010948;GO:0006282;GO:0044818;GO:0051053;GO:0000075;GO:0110025;GO:0045786;GO:0010972;GO:1902750;GO:0032205;GO:0032206;GO:1901988;GO:0000077;GO:0031570;GO:0051276;GO:0010389;GO:0007093;GO:1902749;GO:2001252;GO:0000723;GO:0032204;GO:0000086;GO:0042770
61	GO:0070269;GO:0032731;GO:0032732;GO:0032651;GO:0032611;GO:0006954;GO:0032612;GO:0032652;GO:0050729;GO:0002221;GO:0031349;GO:0002758;GO:0002218;GO:0140632
63	GO:0009755;GO:0048384;GO:0032870;GO:0009725;GO:0141193;GO:0042789;GO:0009299;GO:0000122;GO:0030522
64	GO:0060070;GO:0016055;GO:0090090
65	GO:0048013;GO:0007169;GO:0007167;GO:0007411;GO:0097485;GO:0061564;GO:0007409;GO:0120039;GO:0048858;GO:0048667
68	GO:0045739;GO:0006282;GO:0051054;GO:0051052;GO:0080135;GO:0006281;GO:0006302;GO:1904507
70	GO:0051276;GO:0007062;GO:0000280;GO:0048285;GO:0034085;GO:0098813;GO:0000070;GO:0034087;GO:1905821;GO:0000819
72	GO:0006261;GO:0006260;GO:0006270;GO:0000727;GO:0032508;GO:0006268;GO:0032392;GO:0033260;GO:0044786;GO:0071103
76	GO:0061644;GO:0045653;GO:0071459;GO:0006334;GO:0045652;GO:0071168
77	GO:0006260;GO:0006261;GO:0000731;GO:0071897;GO:0006281;GO:0006974;GO:0019985;GO:0006271;GO:0006301;GO:0022616
80	GO:0140467;GO:1902893;GO:0061614
81	GO:0016925;GO:0018205;GO:0032446;GO:0070647
85	GO:0007173;GO:0038134
87	GO:0007249;GO:0043122;GO:0051607;GO:0043123;GO:0032481;GO:0050776;GO:0045089;GO:0002831;GO:0050778;GO:0009615;GO:0002221;GO:0002833;GO:0002758;GO:0002218;GO:0045088;GO:0001819;GO:0032479;GO:0032606;GO:0031349;GO:0002764
90	GO:0060337;GO:0071357;GO:0034340;GO:0140888;GO:0033141;GO:0033139;GO:0042501;GO:0002323;GO:0098586;GO:0007259;GO:0097696;GO:0043330;GO:0043331;GO:0009615;GO:0030101
92	GO:0050776;GO:0016068
93	GO:0051085;GO:0051084
95	GO:0072717;GO:0001666;GO:0036293;GO:0070482;GO:0072716
96	GO:0007507;GO:0014706;GO:0060537;GO:0061061;GO:0048738;GO:0003206;GO:0072359;GO:0003205;GO:0003208;GO:0003007;GO:0007517;GO:0003279;GO:0003231;GO:0060411;GO:0003161;GO:0003215;GO:0042692;GO:0003281;GO:0035051;GO:0003151;GO:0048646;GO:0009887;GO:0003162;GO:0055012;GO:0051146;GO:0001568;GO:0051147;GO:0001944
98	GO:0007178;GO:0032924;GO:0141091;GO:0090092;GO:0007167;GO:0090100;GO:0060391;GO:0060395;GO:0032925;GO:0060390;GO:0071363
101	GO:0007229;GO:0007160
106	GO:0051603;GO:0006511;GO:0019941;GO:0043632;GO:0010498;GO:0043161;GO:0046854
108	GO:0000226
109	GO:0070848;GO:0071559;GO:0000122;GO:0045597;GO:0045596;GO:0141091;GO:0007178;GO:0043378;GO:0071363;GO:0071560;GO:0051093
110	GO:0006325;GO:0006352
111	GO:0007249;GO:0051090;GO:0051092;GO:0043122;GO:0051091;GO:0002757;GO:0002764;GO:0002429;GO:0045087;GO:0002253
113	GO:0032757
120	GO:0006086;GO:0006085;GO:0035383;GO:0006637;GO:0019752;GO:0043436;GO:0006082;GO:0006084
121	GO:0007097;GO:0051647;GO:0006997;GO:0043578;GO:0090292
123	GO:0002548;GO:0070098;GO:1990869;GO:1990868;GO:0048245;GO:0072677;GO:0070374;GO:0097529;GO:0071674;GO:0030595
