func_module_number	lst
1	GO:0055086;GO:0006753;GO:0019752;GO:0043436;GO:0006082;GO:0009117;GO:0072524;GO:0044283;GO:0006163;GO:0072521;GO:0044282;GO:0005975;GO:0046496;GO:0019362;GO:0046364;GO:0006090;GO:0005996;GO:1901615;GO:1901292;GO:0016051;GO:0019318;GO:0072523;GO:0019319;GO:0009166;GO:0009154;GO:0032787;GO:0019693
2	GO:0009247;GO:0046467
3	GO:0006836;GO:0006887;GO:0045055;GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0007269;GO:0099643;GO:0016079;GO:0032940;GO:0140352;GO:0023061;GO:0099504;GO:0099003;GO:0046903;GO:0017157;GO:0017156;GO:0140029;GO:1903530;GO:1903305;GO:0051046;GO:0006906;GO:0090174;GO:0140056;GO:0061025
4	GO:0140053;GO:0032543;GO:0006412;GO:0070129;GO:0062125;GO:0000959
5	GO:0000398;GO:0000377;GO:0000375;GO:0006397;GO:0008380;GO:0016071;GO:0000245;GO:0022618;GO:0071826
6	GO:0061919;GO:0006914;GO:0016236;GO:0000045;GO:1905037;GO:0007033;GO:0010506;GO:0044804;GO:0042594;GO:0010508
7	GO:0007186;GO:0007188;GO:0007193;GO:0007187;GO:0071880;GO:0007189;GO:0071875;GO:0007197;GO:0007212;GO:0007200;GO:1901701;GO:0007213;GO:0014070;GO:0071407;GO:1903350;GO:1903351;GO:0071870;GO:0071868;GO:0071869;GO:0071867;GO:0095500
8	GO:0009100;GO:1901137;GO:0009101;GO:0070085;GO:0006486;GO:0043413
10	GO:0090522;GO:0000301;GO:0051650;GO:0051648;GO:0048193;GO:0006904;GO:0099022;GO:0032402;GO:0051904;GO:0051905;GO:0032401;GO:0006891;GO:0048278;GO:0140029;GO:0051875;GO:0032400
12	GO:0007169;GO:0002768;GO:0007167;GO:0002429;GO:0050851;GO:0002764;GO:0002757;GO:0002253;GO:0050776;GO:0046649;GO:0050778;GO:0045321;GO:0050853;GO:0050852;GO:0038093;GO:0043491;GO:0042110;GO:1903131;GO:0002521;GO:0038094;GO:0042113;GO:0030098;GO:0018108;GO:0018212;GO:0030168;GO:0038095;GO:0043408;GO:0050865;GO:0030097;GO:0000165;GO:0030155;GO:0002433;GO:0038096;GO:0007596;GO:0050817;GO:0007599;GO:0042060;GO:0050878;GO:0051896;GO:0051249;GO:0002431
13	GO:0002181;GO:0006412;GO:0042254;GO:0022613
16	GO:0002484;GO:0002486;GO:0002476;GO:0002428;GO:0019885;GO:0002475;GO:0001912;GO:0002483;GO:0031343;GO:0019883;GO:0001910
17	GO:0009755;GO:0009725;GO:0032870;GO:0141193;GO:0030522;GO:0000122;GO:0019216;GO:0042789;GO:0009299
18	GO:0140467
19	GO:0009060;GO:0045333;GO:0006119;GO:0015980;GO:0006091;GO:0022900;GO:0019646;GO:0022904;GO:0042775;GO:0042773;GO:0042776;GO:0006754;GO:0009206;GO:0009145;GO:0015986
20	GO:0002224;GO:0002237;GO:0071219;GO:0071216;GO:0009617;GO:0002221;GO:0002758;GO:0140895;GO:0002218;GO:0031347;GO:0002752;GO:0002833;GO:0002831;GO:0045089;GO:0031349;GO:0002220;GO:0001817;GO:0001816;GO:0032103;GO:0032496;GO:0050778;GO:0007249;GO:0045088;GO:0045087;GO:0032606;GO:0032479;GO:0001819;GO:0006954;GO:0071222;GO:0050776;GO:0002253;GO:0002757;GO:0034142;GO:0002764;GO:0032481;GO:0032675;GO:0032635;GO:0032755;GO:0032637;GO:0032677;GO:0032608;GO:0032648
21	GO:0031098
22	GO:1905168;GO:0045911;GO:0010569;GO:0051052;GO:2000781;GO:0000018
24	GO:0007596;GO:0050817;GO:0007599;GO:0050878;GO:0042060;GO:0042730;GO:0009611;GO:0030193;GO:0030195;GO:1900047;GO:1900046;GO:0050818
25	GO:0030036;GO:0030029;GO:0007015;GO:0097435;GO:0030042;GO:0030834;GO:0030048;GO:0110053;GO:1901879;GO:0051261;GO:0032970;GO:0008154;GO:0045010;GO:0008064;GO:0030832;GO:0032956
