func_module_number	lst
1	GO:0000289;GO:0000288;GO:0061157;GO:0050779;GO:0061014;GO:0000956;GO:1903313;GO:0043488;GO:0043487;GO:0061013
2	GO:0000301;GO:0006891
3	GO:0009952;GO:0003002
4	GO:0016180;GO:0016073
5	GO:0016567;GO:0032446;GO:0070647
6	GO:0060271;GO:0044782
7	GO:0006418;GO:0043038;GO:0043039
8	GO:0007062;GO:0007064;GO:0051276;GO:0034085;GO:0034087;GO:0051177
9	GO:0006506;GO:0006505;GO:0180046;GO:0009247;GO:0006664
10	GO:0072384;GO:0010970;GO:0062196;GO:0099111;GO:0048490;GO:0099514;GO:0099517;GO:0030705;GO:0051036;GO:0097494;GO:0048489;GO:0007018;GO:0097479
11	GO:0006487;GO:0006486;GO:0043413
12	GO:0035720;GO:0042073;GO:0031503
13	GO:0061640;GO:0000910
14	GO:0032088
15	GO:0007020;GO:0046785;GO:0031109;GO:0000226
16	GO:0007035;GO:0051452;GO:1902600;GO:0051453;GO:0030641;GO:0006885;GO:0016241;GO:0016236;GO:0010506;GO:0061919;GO:0006914
17	GO:0006383;GO:0032728;GO:0032608;GO:0032648
18	GO:0006261;GO:0006260;GO:0006270;GO:0000727;GO:0032508;GO:0006268;GO:0032392;GO:0071103;GO:0033260;GO:0044786
19	GO:0031124;GO:0031123;GO:0180012
20	GO:0006888;GO:0090114;GO:0048193;GO:0006900;GO:0090110;GO:0035459
21	GO:0010968;GO:0007020;GO:0031113;GO:0031110;GO:0046785;GO:0051225
22	GO:0090522;GO:0006904;GO:0048278;GO:0140029;GO:0006887;GO:0099022;GO:0140056;GO:0022406;GO:0090148
23	GO:0032402;GO:0051904;GO:0061512;GO:0032401;GO:0051905;GO:0032400;GO:0051875;GO:0060271;GO:0044782;GO:0120031
24	GO:0006913;GO:0051169;GO:0006999;GO:0051168;GO:0006405;GO:0050658;GO:0050657
25	GO:0033141;GO:0033139;GO:0098586;GO:0042501;GO:0060337;GO:0071357;GO:0034340;GO:0002323;GO:0140888;GO:0043330;GO:0043331;GO:0007259;GO:0097696;GO:0030101
26	GO:0002486;GO:0002484;GO:0002428;GO:0002476;GO:0019885;GO:0002475;GO:0001912;GO:0002483;GO:0031343;GO:0019883;GO:0001910;GO:0002474
27	GO:0090174;GO:0006906;GO:0061025;GO:0048284;GO:0140056;GO:0048278;GO:0022406;GO:0016050;GO:0140029;GO:0006887;GO:0061024;GO:0045055;GO:0099643;GO:0007269;GO:0006836;GO:0016079;GO:0032940;GO:0140352;GO:0046903;GO:0023061;GO:0099504;GO:0099003;GO:0051640;GO:0031629;GO:0099500;GO:0048193;GO:0048499
