go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.004083   1,527 annotations READ: go_slim_results_K1_cpdb_0.1.txt 
233 IDs in all associations
func_module_number	
1	GO:0045229;GO:0043062
5	GO:0051606;GO:0050877
6	GO:0007155;GO:0016043
11	GO:0050789;GO:0050896;GO:0040011;GO:0002376
15	GO:0050789;GO:0008283;GO:0044419;GO:0050896;GO:0036211;GO:0001775;GO:0002376;GO:0006793
19	GO:0042440;GO:0006082;GO:0006805
20	GO:0045229;GO:0043062
21	GO:0042254;GO:0016070;GO:0006412;GO:0006396
22	GO:0050789;GO:0006412
23	GO:0050789;GO:0032502;GO:0050896;GO:0032501
24	GO:0022406;GO:0051640;GO:0061024;GO:0046903;GO:0016050;GO:0006836;GO:0048284;GO:0016192
25	GO:0016050;GO:0051641;GO:0016192;GO:0061024
27	GO:0051641;GO:0006810
28	GO:0009117;GO:0006119;GO:0065003;GO:0022900
29	GO:0051604;GO:0006793;GO:0006629;GO:0007155
30	GO:0050789
31	GO:0006811
34	GO:0006412
37	GO:0050789;GO:0032502;GO:0050896;GO:0032501
39	GO:0050789;GO:0002376
41	GO:0050789
42	GO:0006520;GO:0007005;GO:0016070;GO:0065003
43	GO:0050789;GO:0044419;GO:0050896;GO:0002376
46	GO:0006811
47	GO:0050789;GO:0050896;GO:0001775;GO:0002376
49	GO:0050789;GO:0050896;GO:0045229;GO:0008152;GO:0043062;GO:0022411
50	GO:0050789;GO:0006412
51	GO:0050789;GO:0050896
53	GO:0050877
56	GO:0050789;GO:0044419;GO:0050896;GO:0001816;GO:0002376
57	GO:0050789
58	GO:0032502;GO:0006996
59	GO:0050789;GO:0008283;GO:0044419;GO:0050896;GO:0036211;GO:0001775;GO:0002376;GO:0006793
60	GO:0006508;GO:0009057
61	GO:0050789;GO:0007154;GO:0050877;GO:0006811;GO:0065008
62	GO:0050789;GO:0065008;GO:0032501
72	GO:0050789;GO:0006351;GO:0001816
74	GO:0016192
75	GO:0008150
76	GO:0050789;GO:0009057;GO:0007049;GO:0036211;GO:0022414;GO:0006508
77	GO:0050789;GO:0016043
78	GO:0009057;GO:0016070;GO:0006396
82	GO:0006810;GO:0051640;GO:0051641;GO:0048753
83	GO:0016192
85	GO:0015931;GO:0051641;GO:0006997;GO:0065003
86	GO:0016070;GO:0006396
91	GO:0006412;GO:0065003
93	GO:0050789;GO:0051234;GO:0051641
94	GO:0016032;GO:0050789;GO:0016043
121	GO:0050789;GO:0002376;GO:0001775;GO:0008283
124	GO:0022414;GO:0032501
131	GO:0050877
135	GO:0050789
158	GO:0022414;GO:0006281
173	GO:0051234;GO:0051640
175	GO:0050789;GO:0051641;GO:0061024;GO:0016050;GO:0048284;GO:0016192;GO:0065003
181	GO:0016032;GO:0009057;GO:0044419;GO:0051641;GO:0007032;GO:0006508;GO:0051301;GO:0061024;GO:0022607;GO:0022411;GO:0016192
191	GO:0050789;GO:0009057;GO:0016070;GO:0065008;GO:0000375
211	GO:0065008;GO:0006869;GO:0061024
219	GO:0050789;GO:0006629;GO:0006082
230	GO:0007155;GO:0022607
245	GO:0050789;GO:0009057;GO:0016070;GO:0022607;GO:0006412;GO:0065008;GO:0006996
246	GO:0050789;GO:0009057;GO:0016070;GO:0065008
248	GO:0050789;GO:0008283;GO:0050896;GO:0036211;GO:0001775;GO:0002376;GO:0032502;GO:0006793
251	GO:0050789;GO:0006811;GO:0007154
276	GO:0022406;GO:0051640;GO:0061024
278	GO:0046903;GO:0015031
281	GO:0050896;GO:0032502;GO:0008152
286	GO:0051641;GO:0016192
287	GO:0006520;GO:0016070
