func_module_number	go_slim_pir
1	GO:0001816;GO:0050896;GO:0016032;GO:0050789;GO:0002376;GO:0044419
2	GO:0016070;GO:0000375
3	GO:0006260;GO:0007049;GO:0000280;GO:0051276;GO:0050789;GO:0007059
5	GO:0016192;GO:0050896;GO:0001775;GO:0008283;GO:0007155;GO:0050789;GO:0002376
6	GO:0065009;GO:0050896;GO:0032502;GO:0002376;GO:0050789
10	GO:0006412;GO:0044085
11	GO:0050789
15	GO:0065003;GO:0050789
16	GO:0016070;GO:0044085;GO:0000375
18	GO:0006260;GO:0007049;GO:0032392;GO:0000280;GO:0050789;GO:0007059
19	GO:0006508;GO:0051604
21	GO:0006996;GO:0050896
22	GO:0022900;GO:0065003;GO:0007005;GO:0006119
23	GO:0006412
25	GO:0016070;GO:0042254
26	GO:0051234;GO:0006281;GO:0051276
27	GO:0006412
31	GO:0008150
32	GO:0051276;GO:0016070;GO:0050789;GO:0000375;GO:0006259
36	GO:0006629
40	GO:0036211;GO:0050789
46	GO:0006790;GO:0043603;GO:0006805
61	GO:0019538;GO:0009057
78	GO:0050789
87	GO:0006508;GO:0009057
90	GO:0050789
92	GO:0050789
107	GO:0006996
129	GO:0050789
145	GO:0002376;GO:0032502;GO:0050896;GO:0001775
151	GO:0050789
158	GO:0007155;GO:0050896;GO:0051179
166	GO:0050789
170	GO:0050896
234	GO:0050896
239	GO:0050789;GO:0022414
242	GO:0006810
279	GO:0006260;GO:0050789;GO:0051276
326	GO:0006793;GO:0006139
329	GO:0008150
