go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.007412   1,983 annotations READ: go_slim_results_M1_cpdb_0.4.txt 
300 IDs in all associations
func_module_number	
1	GO:0016192;GO:0065003;GO:0051641
2	GO:0065003;GO:0050789;GO:0006351
3	GO:0050789;GO:0050896
4	GO:0050789;GO:0006412;GO:0016070
5	GO:0006811
6	GO:0065003;GO:0000375;GO:0016070
8	GO:0009059;GO:0036211
9	GO:0006914;GO:0050896;GO:0007033;GO:0050789;GO:0022607
10	GO:0009117
11	GO:0002376;GO:0001816;GO:0050896;GO:0044419;GO:0050789
13	GO:0006281;GO:0050789
14	GO:0050789;GO:0050896
15	GO:0050789;GO:0032501;GO:0050896;GO:0032502
17	GO:0036211
18	GO:0051604
19	GO:0006412;GO:0042254
20	GO:0022900;GO:0006119;GO:0009117
21	GO:0016192;GO:0051641;GO:0016050;GO:0007030;GO:0061024
22	GO:0050789
23	GO:0036211;GO:0032502
24	GO:0051604;GO:0050789
25	GO:0016192;GO:0051641;GO:0006914
26	GO:0002376;GO:0050789
29	GO:0051641;GO:0051640;GO:0065008;GO:0006810;GO:0006996;GO:0050789;GO:0051261
31	GO:0009057;GO:0050789;GO:0006508
32	GO:0050789;GO:0065009
33	GO:0051276;GO:0006281;GO:0007059;GO:0022414
34	GO:0006936;GO:0006996;GO:0032502;GO:0050789;GO:0022607
35	GO:0050789;GO:0006996;GO:0051258;GO:0031023
36	GO:0002376;GO:0050789;GO:0050896
37	GO:0006112;GO:0005976
38	GO:0006396;GO:0042254;GO:0016070
39	GO:0016192;GO:0051640;GO:0048284;GO:0016050;GO:0046903;GO:0006836;GO:0022406;GO:0061024;GO:0015031
40	GO:0009059
41	GO:0050789;GO:0032501;GO:0050896;GO:0032502
42	GO:0050789;GO:0007154
43	GO:0050789
44	GO:0051641;GO:0051234
45	GO:0048511;GO:0050896;GO:0032502;GO:0050789;GO:0036211;GO:0006351
46	GO:0006810;GO:0061024;GO:0051641;GO:0007005
47	GO:0045229;GO:0032502;GO:0043062
48	GO:0006351
49	GO:0050896;GO:0050817;GO:0051604;GO:0050878;GO:0006508;GO:0050789
50	GO:0016043
52	GO:0048284;GO:0016050;GO:0006508;GO:0009057;GO:0061024
53	GO:0002376;GO:0050896;GO:0065009;GO:0044419;GO:0050789
54	GO:0006412;GO:0042254;GO:0016070
56	GO:0002376;GO:0001775;GO:0006793;GO:0050896;GO:0032502;GO:0050789;GO:0036211
57	GO:0006520;GO:0016070
58	GO:0006949
60	GO:0006508;GO:0050896;GO:0009057;GO:0015031
61	GO:0009057;GO:0050789;GO:0065008;GO:0016070
62	GO:0045229;GO:0032502;GO:0043062;GO:0007155
63	GO:0002376;GO:0051641;GO:0050896;GO:0050789;GO:0006810
64	GO:0006629;GO:0051641;GO:0051234;GO:0006082;GO:0007031
65	GO:0022414;GO:0050789;GO:0032501
67	GO:0050789;GO:0000375;GO:0016070
69	GO:0002376;GO:0040011;GO:0050896;GO:0044419;GO:0050789
70	GO:0007059;GO:0048511;GO:0050896;GO:0050789;GO:0000280
71	GO:0016043
72	GO:0050789;GO:0050896
73	GO:0050789;GO:0050896;GO:0006811
74	GO:0036211
75	GO:0006281;GO:0009059;GO:0006260
76	GO:0036211;GO:0006793
77	GO:0006996;GO:0032502
78	GO:0008150
79	GO:0050789;GO:0065008;GO:0006996
80	GO:0015833;GO:0032501;GO:0009914;GO:0050789;GO:0046903
81	GO:0006869;GO:0050789;GO:0032501;GO:0016043
82	GO:0022900;GO:0006119;GO:0065003;GO:0007005;GO:0009117
85	GO:0002376;GO:0001775;GO:0006793;GO:0050896;GO:0044419;GO:0008283;GO:0032502;GO:0050789;GO:0036211
86	GO:0050789
87	GO:0050789;GO:0006810;GO:0032501
88	GO:0007049;GO:0009057;GO:0006508;GO:0022414;GO:0050789;GO:0036211
89	GO:0006629;GO:0006793;GO:0001816;GO:0050896;GO:0051604;GO:0050789
90	GO:0006281;GO:0009059;GO:0006260;GO:0051276;GO:0050789
91	GO:0051640;GO:0051641;GO:0048753;GO:0043473;GO:0006810;GO:0022607
