func_module_number	lst
1	GO:0045104;GO:0045109;GO:0045103;GO:0031424;GO:0060429;GO:0030855;GO:0097435;GO:0008544;GO:0043588;GO:0030216
2	GO:0007169;GO:0007167;GO:0018108;GO:0018212;GO:0002768;GO:0002429;GO:0018193;GO:0043491;GO:0046649;GO:0002764;GO:0038093;GO:0071375;GO:0045321;GO:0050776;GO:0043434;GO:1901701;GO:0042110;GO:0002757;GO:0050851;GO:0030155;GO:0030335;GO:0045785;GO:2000147;GO:0002253;GO:0046777;GO:0040017;GO:0008284;GO:0043408;GO:0038127;GO:0000165;GO:0050778;GO:1901699;GO:0002431;GO:0042325;GO:0001932;GO:0007173;GO:0038094;GO:0051897;GO:0030334;GO:0008286;GO:1903039;GO:0051251;GO:1901698;GO:0043410;GO:0022409;GO:0042327;GO:0050853;GO:0050870;GO:0002433;GO:0038096;GO:0051896;GO:0002696;GO:0001934;GO:0050730;GO:0071363;GO:0045937;GO:0010562;GO:0098609;GO:0070848;GO:0050867;GO:0050852;GO:0032870;GO:0072359;GO:0007159;GO:0051249;GO:0050863;GO:0050865;GO:1903037;GO:0030097;GO:0009725;GO:0022407;GO:0060397
3	GO:0140053;GO:0032543;GO:0006412;GO:0070129;GO:0062125;GO:0000959
4	GO:0007031;GO:0072662;GO:0072663;GO:0043574;GO:0015919;GO:0072329;GO:0019395;GO:0009062;GO:0034440;GO:0006631;GO:0016558;GO:0006635;GO:0032787;GO:0030258;GO:0046395;GO:0016054;GO:0043436;GO:0006082
5	GO:0009060;GO:0006119;GO:0045333;GO:0015980;GO:0042775;GO:0042773;GO:0019646;GO:0006091;GO:0022904;GO:0042776;GO:0022900;GO:0015986;GO:0006754
6	GO:0007249;GO:0043122;GO:0043123;GO:0002764;GO:0050776;GO:0002757;GO:0031349;GO:0002253;GO:0051092;GO:0002221;GO:0002218;GO:0002758;GO:0050778;GO:0045089;GO:0031347;GO:0045087;GO:0002833;GO:0051090;GO:0045088;GO:0032103;GO:0002831;GO:0002768;GO:0051091;GO:1901652;GO:0034097;GO:0038061;GO:0031401;GO:0002224;GO:0140895;GO:0002429;GO:0006954;GO:0002753;GO:0033209;GO:0002752;GO:0002220;GO:0019221;GO:0034142;GO:0071345;GO:0001819;GO:0001817;GO:0034612;GO:0001816;GO:0016567;GO:0071356;GO:0070647;GO:0000209;GO:0043687;GO:0032446;GO:0032481;GO:0032606;GO:0032479;GO:1903320;GO:1901873;GO:0009617;GO:0070534;GO:0031396;GO:1903322;GO:1901875;GO:0030522;GO:0035666;GO:0097191;GO:0031398;GO:0002756
7	GO:0030029;GO:0030036;GO:0007015;GO:0097435;GO:0030048;GO:0030042;GO:0030050;GO:0045010;GO:0099515;GO:0030834;GO:0008154;GO:0051261;GO:0034314;GO:0031032;GO:0003012;GO:0032970;GO:0008064
8	GO:0018105;GO:0018209;GO:0018193;GO:0043066;GO:0043069;GO:0031669;GO:0010506;GO:0031929;GO:0097193;GO:0031667;GO:0097190;GO:0038202;GO:0001836;GO:0006914;GO:0061919;GO:0009267;GO:0032006;GO:1901701;GO:0042594;GO:0042325;GO:0008637;GO:0043549;GO:0045913;GO:1902532;GO:0032868;GO:0001932;GO:0007169;GO:0051338;GO:1903432;GO:0097191;GO:0060341;GO:0009628;GO:0045859;GO:0032869;GO:0043434;GO:0010507;GO:0018107;GO:0043276;GO:0071375;GO:0007167;GO:0018210;GO:0009896;GO:0006109;GO:0062197;GO:0031347;GO:0090170;GO:0044092;GO:2001242;GO:0050776;GO:0090199;GO:0032007;GO:1901699
9	GO:0006888;GO:0048193;GO:0090114;GO:0006900;GO:0035459;GO:0090110
10	GO:0006401;GO:0141188;GO:0034655;GO:0006402;GO:0000956;GO:0016071;GO:0016072;GO:0061157;GO:0050779;GO:0061014;GO:0110156;GO:0110154;GO:1903313;GO:0006364;GO:0071027;GO:0043488;GO:0071025;GO:0043487;GO:0000288
11	GO:0034620;GO:0034976
12	GO:0006413;GO:0002183;GO:0006412;GO:0002181;GO:0006417;GO:0006446;GO:0001732;GO:0010608
13	GO:0050817;GO:0007596;GO:0007599;GO:0050878;GO:0042060;GO:0009611;GO:0050818;GO:0030193;GO:1900046;GO:0050819;GO:1900047;GO:0030195;GO:0042730
14	GO:0006281;GO:0006974;GO:0036297;GO:0006310;GO:0006302;GO:0000724;GO:0000725;GO:0000712;GO:0007131;GO:0140527;GO:0035825;GO:0000077;GO:0031570;GO:0051321
