func_module_number	lst
1	GO:0007249
2	GO:0007259;GO:0097696;GO:0019221;GO:0071345;GO:0034097;GO:1901652;GO:0046425;GO:1904892;GO:0098586;GO:0140888;GO:0002286;GO:0042509;GO:0007260;GO:0002285;GO:0033141;GO:0042327;GO:0002366;GO:0009615;GO:0002250;GO:0033139;GO:0002263;GO:0001934;GO:0018193;GO:0042501;GO:0010562;GO:0045937;GO:0042531;GO:0042325;GO:0001932;GO:0030098;GO:0060337;GO:0071357;GO:0034340;GO:1903131;GO:0031401;GO:0030101;GO:0050730;GO:0042110;GO:0046651;GO:0032943;GO:0045321;GO:0018108;GO:0018212;GO:0046649;GO:0002521;GO:0002252;GO:0070661;GO:0033138;GO:0002323;GO:0050731;GO:0030097;GO:0033135;GO:0030183;GO:0043330;GO:0043331;GO:0038196;GO:0071358;GO:0045087;GO:0042100;GO:0046427;GO:0034342
5	GO:0061644;GO:0006334;GO:0034728;GO:0071168;GO:0065004;GO:0071459;GO:0071824;GO:0045653
7	GO:0009952;GO:0007389;GO:0003002;GO:0009790;GO:0048704
10	GO:0002237;GO:0071216;GO:0071219;GO:0009617;GO:0006954;GO:0032496;GO:0032103;GO:0002833;GO:0071222;GO:0002758;GO:0031349;GO:0002218;GO:0002221;GO:0002831;GO:0002224;GO:0001817;GO:0001816;GO:0031347;GO:0045089;GO:0032675;GO:0032635;GO:0002764;GO:0050776;GO:0050778;GO:0002757;GO:0002253;GO:0045088;GO:0071345;GO:1901652;GO:0034097;GO:0001819;GO:0032755;GO:0140895;GO:0032677;GO:0032637;GO:0019221;GO:0002220;GO:0002752;GO:0033993;GO:0051092;GO:0032757;GO:0032642;GO:0032602
12	GO:0030199;GO:0030198;GO:0043062;GO:0045229
14	GO:0060070;GO:0009887;GO:0016055;GO:0007389;GO:0009790;GO:0001708;GO:0045165;GO:0030111;GO:0003002;GO:0060828;GO:0030178
15	GO:0006325;GO:0006338;GO:0065004;GO:0071824
16	GO:0009190;GO:0009187;GO:0052652;GO:0006182;GO:0007168;GO:0046068;GO:1901293;GO:0009152
17	GO:0048663;GO:0045165;GO:0007423;GO:0048666
21	GO:1900745
25	GO:0032981;GO:0010257;GO:0033108
27	GO:0035329
29	GO:0007224;GO:0008589
30	GO:0045739;GO:0006282;GO:0051054;GO:0051052;GO:0080135;GO:0006338;GO:0006281;GO:0006325
31	GO:0014905;GO:0014908;GO:0043403
33	GO:0007249;GO:0043122;GO:0043123;GO:0033209;GO:0034612;GO:0071356;GO:0051092;GO:0031347;GO:0031349;GO:0051091;GO:0051090;GO:0032103;GO:0019221;GO:0071345;GO:1901652;GO:0034097;GO:0097191;GO:0006954;GO:0001817;GO:0001816;GO:0045087;GO:0045089;GO:0002221;GO:0043065;GO:0045088;GO:0050776;GO:0002831;GO:0002833;GO:0097190;GO:0043068;GO:0001819;GO:0002758;GO:0050778;GO:0002757;GO:0038061;GO:0002218;GO:0002764;GO:0002253;GO:0002753;GO:2001238;GO:2001236;GO:0000209;GO:0070534;GO:0009615;GO:0032481;GO:0071260;GO:0071496
34	GO:0090026
40	GO:1905605;GO:1905603;GO:0043117;GO:0001894;GO:0060249
